Campylobacter | número de entradas: 571 | date: 2023-05-03 10:41:12.868046
GCF_029542565.1 SAMN13684191
GCF_003048695.2 SAMN08042488
GCF_003048775.2 SAMN08042499
GCF_003048595.2 SAMN08042497
GCF_003048685.2 SAMN08042483
GCF_003048875.2 SAMN08042489
GCF_003048615.2 SAMN08042471
GCF_015680025.1 SAMN05908146
GCF_015680005.1 SAMN05908158
GCF_015679985.1 SAMN05908159
GCF_015679965.1 SAMN05908145
GCF_015679945.1 SAMN05908162
GCF_015245165.1 SAMN14933899
GCA_015219825.1 SAMN16556680
GCF_014906205.1 SAMN08031524
GCF_014906185.1 SAMN08031447
GCF_014906165.1 SAMN08031525
GCF_014705905.1 SAMN16083725
GCF_005007655.1 SAMN07615386
GCF_011600855.2 SAMN13976976
GCF_014217995.1 SAMN11873311
GCF_014152565.1 SAMN15690924
GCF_014152385.1 SAMN15690927
GCF_014152305.1 SAMN15690928
GCF_014152105.1 SAMN15690929
GCF_014151925.1 SAMN15690930
GCF_014151825.1 SAMN15690931
GCF_014151665.1 SAMN15690932
GCF_014151465.1 SAMN15690933
GCF_014151305.1 SAMN15690939
GCF_014082005.1 SAMN15664427
GCF_011600995.2 SAMN13976977
GCF_011600945.2 SAMN13976978
GCF_011601005.2 SAMN13976979
GCF_011600845.2 SAMN13976980
GCF_011601375.2 SAMN13976981
GCF_011600955.2 SAMN13976982
GCF_013466235.1 SAMN15508153
GCF_013466015.1 SAMN15508154
GCF_013465795.1 SAMN15508152
GCF_013465595.1 SAMN15508151
GCF_013416015.1 SAMN14120449
GCF_013393805.1 SAMN11415912
GCF_013393785.1 SAMN11415929
GCF_013391125.1 SAMN15379446
GCF_013389575.1 SAMN15351901
GCF_013389555.1 SAMN15351903
GCF_013372245.1 SAMN03737994
GCF_013372225.1 SAMN14887001
GCF_013372205.1 SAMN14886971
GCF_013372185.1 SAMN14886909
GCF_013372165.1 SAMN09274393
GCF_013372145.1 SAMN14886879
GCF_013372125.1 SAMN14886871
GCF_013372105.1 SAMN14886864
GCF_004803855.2 SAMN03737970
GCF_013201975.1 SAMN10884422
GCF_013201895.1 SAMN10884419
GCF_013201685.1 SAMN10884420
GCF_013201645.1 SAMN10884418
GCF_013201605.1 SAMN10884421
GCF_013177655.1 SAMN03737966
GCF_013177475.1 SAMN14944012
GCA_012923745.1 SAMN13656872
GCA_012923725.1 SAMN13656900
GCA_012923705.1 SAMN13656979
GCA_012923685.1 SAMN13656984
GCA_012923665.1 SAMN13656959
GCA_012923645.1 SAMN13656970
GCA_012923625.1 SAMN13656972
GCF_012898015.1 SAMN11487388
GCF_012897855.1 SAMN11487373
GCF_012897595.1 SAMN11487369
GCF_012897395.1 SAMN11487378
GCF_012890095.1 SAMN11487389
GCF_012889985.1 SAMN11487387
GCF_012889875.1 SAMN11487379
GCF_012889735.1 SAMN11487386
GCF_012889595.1 SAMN11487363
GCF_012889415.1 SAMN11487354
GCF_012225685.1 SAMN14072379
GCF_012225445.1 SAMN14072380
GCF_012225225.1 SAMN14072381
GCF_012225065.1 SAMN14072382
GCF_012224905.1 SAMN14072383
GCF_012224765.1 SAMN14072384
GCF_012224585.1 SAMN14072385
GCF_012220945.1 SAMN14072386
GCF_012220765.1 SAMN14072387
GCF_010469945.1 SAMN13340574
GCF_010232325.1 SAMN11316573
GCF_009730395.1 SAMN11056450
GCF_000494775.2 SAMN02603390
GCF_009649055.1 SAMN03580886
GCF_009649035.1 SAMN03580887
GCF_009498375.1 SAMN12725417
GCF_009036385.1 SAMN10711499
GCF_008727495.1 SAMN12648961
GCF_008727475.1 SAMN12648962
GCF_008727455.1 SAMN12648963
GCF_008727435.1 SAMN12648964
GCF_008727415.1 SAMN12648965
GCF_008727395.1 SAMN12648966
GCF_008727375.1 SAMN12648967
GCF_008727355.1 SAMN12648968
GCF_008727335.1 SAMN12648969
GCF_008727315.1 SAMN12648970
GCF_008386335.1 SAMN12647218
GCF_008271385.1 SAMN12636415
GCF_008245045.1 SAMN12636418
GCF_008245025.1 SAMN12636416
GCF_008245005.1 SAMN12636417
GCF_902385735.1 SAMEA5851811
GCF_902385725.1 SAMEA5851812
GCF_902381815.1 SAMEA5851210
GCF_007723545.1 SAMN12256997
GCF_007431745.1 SAMN11336895
GCF_007107025.1 SAMN12249490
GCF_005844045.1 SAMN11774492
GCF_005517455.1 SAMN11618583
GCF_004924295.1 SAMN10101901
GCF_004803835.1 SAMN03737965
GCF_004803815.1 SAMN03737988
GCF_004803795.1 SAMN03737987
GCF_004803775.1 SAMN03737981
GCF_900699785.1 SAMEA4535847
GCF_004345065.1 SAMN04545298
GCF_004345045.1 SAMN05230293
GCF_004328905.1 SAMN08637757
GCF_004307315.1 SAMN10913631
GCF_003999645.1 SAMN06339750
GCF_003971585.1 SAMN08687180
GCF_900638675.1 SAMEA104307708
GCF_900638625.1 SAMEA104307714
GCF_900638365.1 SAMEA104210759
GCF_900638335.1 SAMEA104167213
GCF_900638285.1 SAMEA104167203
GCF_900638235.1 SAMEA104167192
GCF_900638225.1 SAMEA104167186
GCF_900638205.1 SAMEA104167185
GCF_900638195.1 SAMEA104167187
GCF_900638185.1 SAMEA104167180
GCF_900638175.1 SAMEA104167178
GCF_900638165.1 SAMEA104167179
GCF_900637885.1 SAMEA48403168
GCF_900637395.1 SAMEA4030738
GCF_900637255.1 SAMEA4362433
GCF_003950275.1 SAMN10536214
GCF_001808165.1 SAMN05913002
GCF_003574945.1 SAMN10034081
GCF_001687475.2 SAMN04544305
GCF_003368245.1 SAMN05831989
GCF_003368225.1 SAMN05831991
GCF_003368205.1 SAMN05831990
GCF_003368185.1 SAMN05831988
GCF_003368165.1 SAMN05831985
GCF_003368145.1 SAMN05831983
GCF_003368125.1 SAMN05831976
GCF_003368105.1 SAMN05831994
GCF_003368085.1 SAMN05831969
GCF_003368065.1 SAMN05831978
GCF_003368045.1 SAMN05831970
GCF_900475935.1 SAMEA4063018
GCF_900475265.1 SAMEA3672890
GCF_900474415.1 SAMEA3443779
GCF_003060785.1 SAMN08849636
GCF_003060765.1 SAMN08849650
GCF_003060745.1 SAMN08849631
GCF_003060725.1 SAMN08849677
GCF_003048375.1 SAMN07160232
GCF_003030205.1 SAMN08663432
GCF_003030185.1 SAMN08663442
GCF_002983725.1 SAMN06173308
GCF_002973655.1 SAMN08618845
GCF_002843985.1 SAMN08160608
GCF_002587225.1 SAMN07312465
GCF_002587105.1 SAMN07312466
GCF_002407145.1 SAMN03580886
GCF_002407125.1 SAMN03580887
GCF_002238375.1 SAMN07357073
GCF_002238355.1 SAMN07357615
GCF_002238335.1 SAMN03737963
GCF_002234455.1 SAMN07304762
GCF_002224385.1 SAMN07357174
GCF_002224325.1 SAMN07357094
GCF_002220795.1 SAMN03737991
GCF_002220775.1 SAMN03737992
GCF_002220755.1 SAMN03737990
GCF_002220735.1 SAMN03737989
GCF_002214785.1 SAMN05411282
GCF_002209065.1 SAMN04875592
GCF_002209045.1 SAMN04875591
GCF_002209025.1 SAMN04875589
GCF_002209005.1 SAMN04875588
GCF_002139935.1 SAMN03737977
GCF_002139915.1 SAMN03737976
GCF_002139895.1 SAMN03737996
GCF_002139875.1 SAMN03737998
GCF_002139855.1 SAMN03737993
GCF_002104335.1 SAMN03737969
GCF_002101355.1 SAMN06290126
GCF_002080395.1 SAMN03737972
GCF_002028305.1 SAMN06554007
GCF_002024325.1 SAMN06449041
GCF_002024185.1 SAMN06456893
GCF_002022005.1 SAMN03737986
GCF_002021985.1 SAMN03737985
GCF_002021965.1 SAMN03737984
GCF_002021945.1 SAMN03737983
GCF_002021925.1 SAMN03737982
GCF_001951335.1 SAMN02630635
GCF_001951315.1 SAMN02630634
GCF_001951295.1 SAMN02630633
GCF_001951275.1 SAMN02630632
GCF_001951255.1 SAMN02630631
GCF_001951235.1 SAMN02630630
GCF_001936355.1 SAMN06177343
GCF_001870105.1 SAMN05942185
GCF_001870085.1 SAMN05942186
GCF_001865615.1 SAMN02990964
GCF_001865595.1 SAMN02990965
GCF_001865555.1 SAMN05942181
GCF_001865535.1 SAMN05942188
GCF_001865515.1 SAMN05942178
GCF_001865495.1 SAMN05942184
GCF_001865475.1 SAMN05942182
GCF_001865455.1 SAMN05942180
GCF_001865435.1 SAMN05942179
GCF_001865415.1 SAMN05942187
GCF_001865395.1 SAMN05942183
GCF_001767215.1 SAMN05830826
GCF_000017725.2 SAMN02604054
GCF_000512745.2 SAMN02641386
GCF_000017465.2 SAMN02604055
GCF_001721985.1 SAMN03380193
GCF_001721965.1 SAMN03380192
GCF_001721945.1 SAMN03380191
GCF_001717625.1 SAMN05544802
GCF_001717605.1 SAMN05544801
GCF_000816385.2 SAMN03248543
GCF_001686905.1 SAMN04323384
GCF_001686885.1 SAMN04505906
GCF_001643995.1 SAMN03737975
GCF_001643975.1 SAMN03737974
GCF_001643955.1 SAMN03737973
GCF_001639125.1 SAMN04883459
GCF_000302555.5 SAMN02604234
GCF_001587035.1 SAMN04545451
GCF_001587015.1 SAMN04545450
GCF_001563565.1 SAMN04455262
GCF_001507265.1 SAMN03246006
GCF_001507245.1 SAMN03246032
GCF_001507225.1 SAMN03246029
GCF_001507205.1 SAMN03246014
GCF_001507185.1 SAMN03246011
GCF_001507165.1 SAMN03246040
GCF_001507145.1 SAMN03246025
GCF_001507125.1 SAMN03246010
GCF_001507105.1 SAMN03246056
GCF_001507085.1 SAMN03246004
GCF_001507065.1 SAMN03246031
GCF_001507045.1 SAMN03246037
GCF_001507025.1 SAMN03246033
GCF_001507005.1 SAMN03246007
GCF_001506985.1 SAMN03246021
GCF_001506965.1 SAMN03246019
GCF_001506945.1 SAMN03246048
GCF_001506925.1 SAMN03246054
GCF_001506905.1 SAMN03246023
GCF_001506885.1 SAMN03246017
GCF_001506865.1 SAMN03246055
GCF_001506845.1 SAMN03246038
GCF_001506825.1 SAMN03246027
GCF_001506805.1 SAMN03246042
GCF_001506785.1 SAMN03246020
GCF_001506765.1 SAMN03246028
GCF_001506745.1 SAMN03246016
GCF_001506725.1 SAMN03246008
GCF_001506705.1 SAMN03246035
GCF_001506685.1 SAMN03246053
GCF_001506665.1 SAMN03246043
GCF_001506645.1 SAMN03246057
GCF_001506625.1 SAMN03246052
GCF_001506605.1 SAMN03246013
GCF_001506585.1 SAMN03246012
GCF_001506565.1 SAMN03246022
GCF_001506545.1 SAMN03246024
GCF_001506525.1 SAMN03246046
GCF_001506505.1 SAMN03246044
GCF_001506485.1 SAMN03246047
GCF_001506465.1 SAMN03246045
GCF_001506445.1 SAMN03246030
GCF_001506425.1 SAMN03246050
GCF_001506405.1 SAMN03246018
GCF_001506385.1 SAMN03246009
GCF_001506365.1 SAMN03246039
GCF_001506345.1 SAMN03246015
GCA_001506325.1 SAMN03246005
GCF_001506305.1 SAMN03246041
GCF_001506285.1 SAMN03246036
GCF_001506265.1 SAMN03246026
GCF_001506245.1 SAMN03246051
GCF_001506225.1 SAMN03246049
GCF_001506205.1 SAMN03246003
GCF_001506185.1 SAMN03246034
GCF_001484645.1 SAMN03366410
GCF_001483985.1 SAMN03378131
GCF_001483845.1 SAMN04271271
GCF_001457695.1 SAMEA2479571
GCF_001417635.1 SAMN04202590
GCF_001412295.1 SAMN03838469
GCF_001314285.1 SAMN04054191
GCF_001305715.1 SAMN03754337
GCF_001299595.1 SAMN03652743
GCF_001299565.1 SAMN03652757
GCF_001298465.1 SAMN03342362
GCF_000304375.1 SAMEA2271917
GCF_001190755.1 SAMN03737995
GCF_001190745.1 SAMN03862076
GCF_000025425.1 SAMN02603425
GCF_000184205.1 SAMN02603954
GCF_000148705.1 SAMN02603174
GCF_001017575.1 SAMN03580996
GCF_000967135.1 SAMEA3283138
GCF_000954195.1 SAMN03381357
GCF_000934305.1 SAMN03344735
GCF_000184085.1 SAMN02603201
GCF_000835365.1 SAMN03216759
GCF_000835345.1 SAMN03216762
GCF_000835305.1 SAMN03216761
GCF_000835285.1 SAMN03216760
GCF_000830865.1 SAMN02316409
GCF_000830845.1 SAMN02316407
GCF_000830825.1 SAMN02316406
GCF_000830805.1 SAMN02316408
GCF_000830775.1 SAMN02316405
GCF_000816785.1 SAMN03248547
GCF_000816425.1 SAMN03248546
GCF_000816405.1 SAMN03248545
GCF_000816365.1 SAMN03248544
GCF_000816345.1 SAMN03248550
GCF_000816305.1 SAMN03248549
GCF_000816265.1 SAMN03248548
GCF_000816245.1 SAMN03248551
GCF_000816225.1 SAMN03248542
GCF_000816185.1 SAMN03248541
GCF_000814265.1 SAMN02689633
GCF_000807355.1 SAMN03246887
GCF_000772225.1 SAMN02376799
GCF_000466105.2 SAMN02603724
GCF_000466075.2 SAMN02603726
GCF_000468915.2 SAMN02603723
GCF_000466065.2 SAMN02603725
GCF_000759515.1 SAMN02870596
GCF_000759485.1 SAMN02870597
GCF_000737085.1 SAMN02864993
GCF_000736415.1 SAMN02929694
GCF_000171795.2 SAMN02470701
GCF_000632435.1 SAMN02743813
GCF_000583795.1 SAMN02743854
GCF_000583775.1 SAMN02743855
GCF_000583755.1 SAMN02743856
GCF_000493495.1 SAMEA2272246
GCF_000465235.1 SAMN02603234
GCF_000430385.1 SAMN02179883
GCF_000019205.1 SAMN02604025
GCF_000017905.1 SAMN02603008
GCF_000017585.1 SAMN02603439
GCF_000017485.1 SAMN02604056
GCF_000015525.1 SAMN02604044
GCF_000015085.1 SAMN02604050
GCF_000011865.1 SAMN02604007
GCF_000009085.1 SAMEA1705929
