Pseudomonas_aeruginosa | número de entradas: 668 | date: 2023-05-03 10:45:58.661813
GCF_029857015.1 SAMN31342298
GCF_019434235.1 SAMN20299242
GCA_019434195.1 SAMN20362535
GCF_019434175.1 SAMN20362534
GCF_019434155.1 SAMN20362537
GCF_019434135.1 SAMN20362536
GCA_019434115.1 SAMN20362538
GCF_019434095.1 SAMN20362539
GCF_019434075.1 SAMN20362540
GCF_019379355.1 SAMN20342957
GCF_019378915.1 SAMN20179392
GCF_019364615.1 SAMN14889916
GCF_018986715.1 SAMN14884364
GCF_018448985.1 SAMN19136540
GCF_018409365.1 SAMD00276650
GCF_018279305.1 SAMN16132399
GCF_018279285.1 SAMN16132400
GCF_018279265.1 SAMN16132401
GCF_018279245.1 SAMN16132411
GCF_018141645.1 SAMN17065268
GCF_018141625.1 SAMN17065252
GCF_018141565.1 SAMN16881673
GCF_018138065.1 SAMN18738584
GCF_018138045.1 SAMN18738583
GCF_017900915.1 SAMN18536858
GCF_017378475.1 SAMN18237922
GCF_017378395.1 SAMN18237805
GCF_016925475.1 SAMN17915152
GCF_016925455.1 SAMN17915141
GCF_016864415.1 SAMN05383898
GCF_016811975.1 SAMN17575725
GCF_016745195.1 SAMN15834152
GCF_016745175.1 SAMN15214166
GCF_016745155.1 SAMN15214164
GCF_016745135.1 SAMN15214140
GCF_016745115.1 SAMN15165965
GCF_016743115.1 SAMN17266662
GCF_016743035.1 SAMN17207384
GCF_016584725.1 SAMN15770402
GCF_013394475.2 SAMN13419657
GCF_013393665.2 SAMN13419003
GCF_013305645.2 SAMN13107356
GCF_016134915.1 SAMN15166411
GCF_016126955.1 SAMN16357210
GCF_016107485.1 SAMN08722738
GCF_016105885.1 SAMN16673815
GCF_016105665.1 SAMN16673816
GCF_016105505.1 SAMN16673817
GCF_016064595.1 SAMN15950776
GCF_014930935.1 SAMN16393143
GCF_015832075.1 SAMN16965916
GCF_015832055.1 SAMN16965915
GCF_015697665.1 SAMN15783927
GCF_015697645.1 SAMN15783928
GCF_015697605.1 SAMN15783929
GCF_015697465.1 SAMN15783930
GCF_905071885.1 SAMEA3357500
GCF_902172305.2 SAMEA1695737
GCF_904866275.1 SAMEA3357502
GCF_014854655.1 SAMN16275376
GCF_014792125.1 SAMN16229869
GCA_014672795.1 SAMN15666523
GCF_014490645.1 SAMN10290269
GCF_014467035.1 SAMN15860813
GCF_014217315.1 SAMN15755534
GCF_014155905.1 SAMN15732853
GCF_002812925.2 SAMN08101542
GCF_013467605.1 SAMN15346999
GCF_013467585.1 SAMN15347007
GCF_013395035.1 SAMN15347006
GCF_013394455.1 SAMN13419548
GCF_013393705.1 SAMN13419547
GCF_013393685.1 SAMN13419538
GCF_004014755.1 SAMN10697128
GCF_013376775.1 SAMN15336737
GCF_013347245.1 SAMN15084586
GCF_013343575.1 SAMN14271758
GCF_013343555.1 SAMN14271760
GCF_013343535.1 SAMN14271762
GCF_013343515.1 SAMN14271763
GCF_013343495.1 SAMN14271764
GCF_013343475.1 SAMN14271766
GCF_013343455.1 SAMN14271767
GCF_013343435.1 SAMN14271769
GCF_013343415.1 SAMN14271770
GCF_013343395.1 SAMN14271772
GCF_013343375.1 SAMN14271773
GCF_013343355.1 SAMN14271775
GCF_013343335.1 SAMN14271777
GCF_013343315.1 SAMN14271780
GCF_013341315.1 SAMN10697224
GCF_013341295.1 SAMN10697223
GCF_013305845.1 SAMN13612472
GCF_013305815.1 SAMN13612474
GCF_013305765.1 SAMN13612476
GCF_013260445.1 SAMN15013515
GCF_013255565.1 SAMN14986373
GCF_013201115.1 SAMN14970706
GCF_013201095.1 SAMN14970707
GCF_013001005.1 SAMN14421669
GCF_012971705.1 SAMN14667371
GCF_012935295.1 SAMN14554964
GCF_012276675.1 SAMN13451386
GCF_011466835.1 SAMN13226654
GCF_000763245.3 SAMN02947975
GCF_011106815.1 SAMN12911489
GCF_011045375.1 SAMN14129756
GCA_010694505.1 SAMN14054838
GCF_902703215.1 SAMEA6246859
GCF_902703195.1 SAMEA6246861
GCF_902703185.1 SAMEA6246860
GCF_002812905.2 SAMN08101543
GCF_009911735.1 SAMN13831656
GCF_009905195.1 SAMN13611833
GCF_009867055.1 SAMN08730588
GCF_009720425.1 SAMN07424172
GCF_009720405.1 SAMN07424174
GCF_009676885.1 SAMN11126830
GCF_009676785.1 SAMN13267615
GCF_009676765.1 SAMN13267614
GCF_009664165.1 SAMN12307670
GCF_009662315.1 SAMN13182580
GCF_009648875.1 SAMN10574818
GCA_009498355.1 SAMN12569252
GCF_009497675.1 SAMN07709120
GCF_008705235.1 SAMN12561707
GCF_008245185.1 SAMN12368444
GCF_008195485.1 SAMN12634799
GCF_008033765.1 SAMN08915456
GCF_008033745.1 SAMN08918338
GCF_008033725.1 SAMN08915618
GCF_007833895.1 SAMN11836198
GCF_007559125.1 SAMN12306121
GCF_007559105.1 SAMN12306195
GCF_007559085.1 SAMN12305659
GCF_007559065.1 SAMN12306201
GCF_006971785.1 SAMN03105739
GCF_003626935.1 SAMN10135988
GCF_006364795.1 SAMN10346774
GCF_006364735.1 SAMN11056482
GCF_901472595.1 SAMEA3270529
GCF_901472565.1 SAMEA3270531
GCF_901472545.1 SAMEA3270527
GCF_002411865.3 SAMN07692776
GCF_005305005.1 SAMN11388516
GCF_003411785.2 SAMN09831360
GCF_900497025.1 SAMEA4785251
GCF_004355145.1 SAMN11087508
GCF_004355125.1 SAMN11087507
GCF_004291075.1 SAMN09407355
GCF_004193735.1 SAMN10880118
GCF_004102665.1 SAMN09951375
GCF_004010895.1 SAMN07256503
GCF_003991465.1 SAMN10525987
GCF_900637045.1 SAMEA4007823
GCF_900636975.1 SAMEA3923580
GCF_900636755.1 SAMEA3856677
GCF_900636735.1 SAMEA3856675
GCF_003957825.1 SAMN10449072
GCF_003952325.1 SAMN10579150
GCF_003952305.1 SAMN10579055
GCF_003952285.1 SAMN10578979
GCF_003950255.1 SAMN10526368
GCF_003950235.1 SAMN10525951
GCF_003950015.1 SAMN10503341
GCF_900618335.1 SAMEA4916123
GCF_900618325.1 SAMEA4916113
GCF_900618305.1 SAMEA4916107
GCF_900618315.1 SAMEA4916108
GCF_900618285.1 SAMEA4916069
GCF_900618275.1 SAMEA4916059
GCF_900618265.1 SAMEA4916061
GCF_900618255.1 SAMEA4916049
GCF_900618245.1 SAMEA4916038
GCF_003813025.1 SAMN10163194
GCF_003813005.1 SAMN10163199
GCF_003812905.1 SAMN10163177
GCF_003812885.1 SAMN10163195
GCF_003812165.1 SAMN10163227
GCF_003798145.1 SAMN10374625
GCF_003798125.1 SAMN10374624
GCF_003798105.1 SAMN10374626
GCF_003716765.1 SAMN10187562
GCF_003713085.1 SAMN10187561
GCA_003691345.1 SAMN10226300
GCF_003332705.2 SAMN08435059
GCF_003641125.1 SAMN10163255
GCF_003052005.2 SAMN08866462
GCF_003571805.1 SAMN04014952
GCF_003571505.1 SAMN04108365
GCF_003433235.1 SAMN07958398
GCF_003429205.1 SAMN09831332
GCF_003429185.1 SAMN09831327
GCF_003408495.1 SAMN09469727
GCF_003369775.1 SAMN09469677
GCF_003369755.1 SAMN09469732
GCF_003369735.1 SAMN09469733
GCF_003319235.1 SAMN08102919
GCF_003288435.1 SAMN07291551
GCF_003288355.1 SAMN07291548
GCF_003288335.1 SAMN07291553
GCA_900478745.1 SAMEA2784376
GCF_003206535.1 SAMN08954392
GCF_003204335.1 SAMN04014951
GCF_003194245.1 SAMN07602569
GCF_003193645.1 SAMN07291539
GCA_900091935.1 SAMEA4050982
GCA_900091925.1 SAMEA4050981
GCF_003073895.1 SAMN07291532
GCF_003073795.1 SAMN07291535
GCF_003073735.1 SAMN07291538
GCF_003073615.1 SAMN07291537
GCF_003060845.1 SAMN08524370
GCF_002287725.2 SAMN06547042
GCF_003028335.1 SAMN08776459
GCF_002997005.1 SAMN04014936
GCF_002968955.1 SAMN07291500
GCF_002968695.1 SAMN04901620
GCF_002968655.1 SAMN07291496
GCF_002968585.1 SAMN07291497
GCF_002968515.1 SAMN07291503
GCF_002946935.1 SAMN02887043
GCF_900243355.1 SAMEA104432335
GCF_002812885.1 SAMN08101544
GCF_002812865.1 SAMN08101545
GCF_002812845.1 SAMN08101546
GCF_002812825.1 SAMN08101547
GCF_002753655.1 SAMN07831757
GCF_002442855.1 SAMN04452273
GCF_000568855.2 SAMN02483603
GCF_002237425.1 SAMN07347485
GCF_002237405.1 SAMN07347483
GCF_002223805.1 SAMN06234157
GCF_002215345.1 SAMN05773092
GCF_002208645.1 SAMN05020325
GCF_002205375.1 SAMN05020326
GCF_002205355.1 SAMN05020324
GCF_002205335.1 SAMN05020322
GCF_900185255.1 SAMEA104083446
GCF_002192495.1 SAMN05020321
GCF_002192475.1 SAMN05020323
GCF_900069025.1 SAMEA3484633
GCF_001594325.2 SAMN02894356
GCF_002104615.1 SAMN06689794
GCF_002104595.1 SAMN06689795
GCF_001516305.2 SAMN02894355
GCF_001516245.2 SAMN02894358
GCF_001542795.2 SAMN02894342
GCF_001516365.2 SAMN02894352
GCF_001516325.2 SAMN02894354
GCF_001516225.2 SAMN02894343
GCF_001516205.2 SAMN02894344
GCF_001516185.2 SAMN02894345
GCF_001516165.2 SAMN02894346
GCF_001515915.2 SAMN02894349
GCF_001515845.2 SAMN02894350
GCF_002085755.1 SAMN06349407
GCF_002085605.1 SAMN05583819
GCF_002075065.1 SAMN04452263
GCF_900149285.1 SAMEA26686918
GCF_001722005.2 SAMN05717682
GCF_001900265.1 SAMN03940420
GCF_001900225.1 SAMN03940421
GCF_001900195.1 SAMN03940423
GCF_001879525.1 SAMN04209275
GCF_001874465.1 SAMN05969160
GCF_001870265.1 SAMN04455155
GCF_001792875.1 SAMN04455162
GCF_001792855.1 SAMN04455156
GCF_001792835.1 SAMN04455104
GCF_900095805.1 SAMEA4393802
GCF_001750705.1 SAMN05729608
GCF_001729505.1 SAMN05715193
GCF_001722045.1 SAMN04914386
GCF_001722025.1 SAMN04910061
GCF_001721845.1 SAMN04914479
GCF_001721825.1 SAMN04914475
GCF_001721805.1 SAMN04914381
GCF_001721785.1 SAMN04910066
GCF_001721765.1 SAMN04910045
GCF_001721745.1 SAMN04910034
GCF_001687285.1 SAMN03774891
GCF_001679685.1 SAMN05006707
GCF_000271985.2 SAMN02470939
GCF_001632245.1 SAMN04893615
GCF_900070375.1 SAMEA3485223
GCF_001618925.1 SAMN04589231
GCF_001606045.1 SAMN03145716
GCF_000414035.1 SAMN02603771
GCF_001548335.1 SAMD00042491
GCF_001548135.1 SAMD00027370
GCF_001547955.1 SAMD00020552
GCF_001542835.1 SAMN02894359
GCF_000496455.2 SAMN02383553
GCF_001518975.1 SAMN04158502
GCF_001516385.1 SAMN02894351
GCF_001516345.1 SAMN02894353
GCF_001516265.1 SAMN02894357
GCF_001516105.1 SAMN02894347
GCF_001516005.1 SAMN02894348
GCF_001482325.1 SAMN04351367
GCA_001465155.1 SAMN04102969
GCF_001457615.1 SAMEA2479570
GCF_000359505.1 SAMN02603669
GCF_001447845.1 SAMN04284690
GCF_000496605.2 SAMN02603191
GCF_001293085.1 SAMN04074798
GCF_000284555.1 SAMD00061003
GCF_000271365.1 SAMN02603895
GCF_000226155.1 SAMN02603849
GCF_001077475.1 SAMN03852256
GCF_001045685.1 SAMN03761153
GCF_000981825.1 SAMN03389320
GCF_000829885.1 SAMN02732380
GCF_000829275.1 SAMD00018700
GCF_000829255.1 SAMD00019082
GCF_000816985.1 SAMN02673269
GCF_000473745.2 SAMN02472098
GCF_000524595.1 SAMN02641599
GCF_000510305.1 SAMN02415141
GCF_000508765.1 SAMN02641592
GCF_000504045.1 SAMN02389526
GCF_000496645.1 SAMN02603192
GCF_000026645.1 SAMEA1705916
GCF_000017205.1 SAMN02603435
GCF_000014625.1 SAMN02603591
GCF_000006765.1 SAMN02603714
