#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000061717.2|SAMN03283650|GCA_000957195.1|Enterobacter roggenkampii||35731|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000957195.1	Contig	169099	5276684	129	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283650	"35731","GCID_ENTE_00097","SRS856845"	Barry Kreiswirth	2012	clinical	1694938	USA: FL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	35731	NULL	NULL	PDT000061717.2	2015-03-19	1812935	JZYR	JZYR00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"blaKPC-2,blaMIR-19,blaTEM=PARTIAL,catA=HMM,fosA,oqxB"	"blaKPC-2,blaMIR-19,blaTEM=PARTIAL,catA=HMM,fosA,oqxB"	26	"arsC=HMM,asr=HMM,fieF,merA=PARTIAL,merD,merE,merP=HMM,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR=PARTIAL,silS,terD"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000061723.2|SAMN03283645|GCA_000957315.1|Enterobacter roggenkampii||43444|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000957315.1	Contig	302281	4750405	58	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283645	"43444","GCID_ENTE_00114","SRS856867"	Barry Kreiswirth	2014	clinical	1695088	USA: FL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	43444	NULL	NULL	PDT000061723.2	2015-03-19	1812935	JZYC	JZYC00000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"blaMIR-21,catA=HMM,oqxB"	"blaMIR-21,catA=HMM,oqxB"	17	"arsC=HMM,asr=HMM,fieF,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000061727.2|SAMN03283306|GCA_000957415.1|Enterobacter roggenkampii||20432|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000957415.1	Contig	185475	5138981	79	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283306	"20432","GCID_ENTE_00031","SRS858146"	Barry Kreiswirth	2006	clinical	1695178	USA: NJ	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	20432	NULL	NULL	PDT000061727.2	2015-03-19	1812935	LABD	LABD00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaMIR-7,catA=HMM,fosA,oqxB"	"blaMIR-7,catA=HMM,fosA,oqxB"	31	"arsC=HMM,asr=HMM,clpK,fieF,hdeD-GI,hsp20,kefB-GI,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000061744.2|SAMN03283637|GCA_000957765.1|Enterobacter roggenkampii||35009|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000957765.1	Contig	285885	5042644	74	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283637	"35009","GCID_ENTE_00064","SRS856841"	Barry Kreiswirth	2012	clinical	1695628	USA: NYC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	35009	NULL	NULL	PDT000061744.2	2015-03-19	1812935	JZZX	JZZX00000000.1	NULL	NULL	NULL	0	0	0	0	12	11	NULL	"aac(6')-Ib',aadA1,blaKPC-2,blaMIR-3,blaOXA-9,blaTEM-1,catA=HMM,catA1,dfrA14,fosA,mcr-9.1,oqxB"	"aac(6')-Ib',aadA1,blaKPC-2,blaMIR-3,blaOXA-9,blaTEM-1,catA=HMM,catA1,dfrA14,fosA,oqxB"	29	"arsC,arsC=HMM,asr=HMM,fieF,merA,merC=HMM,merD,merE,merP=HMM,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL_END_OF_CONTIG,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000061757.2|SAMN03283680|GCA_000958015.1|Enterobacter roggenkampii||35651|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000958015.1	Contig	178354	5305497	129	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283680	"35651","GCID_ENTE_00083","SRS856593"	Barry Kreiswirth	2012	clinical	1695948	USA: FL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	35651	NULL	NULL	PDT000061757.2	2015-03-19	1812935	JZZF	JZZF00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"blaKPC-2,blaMIR-19,blaTEM=PARTIAL,catA=HMM,fosA,oqxB"	"blaKPC-2,blaMIR-19,blaTEM=PARTIAL,catA=HMM,fosA,oqxB"	23	"arsC=HMM,asr=HMM,fieF,merA=PARTIAL,merD,merE,merP=HMM,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR=PARTIAL,silS,terD"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000061774.2|SAMN03283659|GCA_000958425.1|Enterobacter roggenkampii||42192|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000958425.1	Contig	231425	5086655	95	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283659	"42192","GCID_ENTE_00107","SRS856665"	Barry Kreiswirth	2013	clinical	1696498	USA: NYC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	42192	NULL	NULL	PDT000061774.2	2015-03-19	1812935	JZYJ	JZYJ00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaMIR-20,catA=HMM,fosA,oqxB"	"blaMIR-20,catA=HMM,fosA,oqxB"	42	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,clpK,fieF,hdeD-GI,hsp20,kefB-GI,merA,merB,merD,merE,merE=HMM,merG,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,terD,trxLHR,yfdX1,yfdX2"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000066581.2|SAMN03495975|GCA_001011955.1|Enterobacter roggenkampii||GN02208|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001011955.1	Contig	187719	4878246	40	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03495975	"Enterobacter asburiae GN02208","GN02208","SRS940722"	Vance Fowler	2003-08-01	clinical	1783358	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02208	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	GN02208	NULL	NULL	PDT000066581.2	2015-05-21	1812935	LDCK	LDCK00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaMIR,catA=HMM,fosA,oqxB"	"blaMIR,catA=HMM,fosA,oqxB"	17	"arsC=HMM,asr=HMM,fieF,pcoA,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	3.10.40	2022-08-09.1	COMBINED	1
PDT000067132.2|SAMN03732705|GCA_001022415.1|Enterobacter roggenkampii||GN02440|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022415.1	Contig	279759	4987776	58	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732705	"Enterobacter asburiae GN02440","GN02440","SRS953279"	Vance Fowler	2006-04-01	clinical	1801438	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02440	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	GN02440	NULL	NULL	PDT000067132.2	2015-06-09	1812935	LEET	LEET00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaMIR-7,catA=HMM,fosA,oqxB"	"blaMIR-7,catA=HMM,fosA,oqxB"	35	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.40	2022-08-09.1	COMBINED	1
PDT000067144.2|SAMN03732716|GCA_001022655.1|Enterobacter roggenkampii||GN02570|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022655.1	Contig	97995	5185929	129	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732716	"Enterobacter asburiae GN02570","GN02570","SRS953291"	Vance Fowler	2007-07-01	clinical	1801678	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02570	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	GN02570	NULL	NULL	PDT000067144.2	2015-06-09	1812935	LEES	LEES00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"aadA2,blaMIR,catA=HMM,mcr-10.1,oqxB,sul1"	"aadA2,blaMIR,catA=HMM,mcr-10.1,oqxB,sul1"	27	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ"	0	NULL	3.10.40	2022-08-09.1	COMBINED	1
PDT000067149.2|SAMN03732722|GCA_001022755.1|Enterobacter roggenkampii||GN02692|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022755.1	Contig	235117	5452155	111	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732722	"Enterobacter asburiae GN02692","GN02692","SRS953303"	Vance Fowler	2008-06-01	clinical	1801778	USA	Homo sapiens	NULL	bodily fluid	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02692	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	GN02692	NULL	NULL	PDT000067149.2	2015-06-09	1812935	LEDI	LEDI00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"blaMIR-16,catA=HMM,fosA,mcr-9.1,oqxB"	"blaMIR-16,catA=HMM,fosA,oqxB"	36	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,fieF,merA=HMM,merC=HMM,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,pcoS=PARTIAL,silA,silA=PARTIAL_END_OF_CONTIG,silB,silC=PARTIAL_END_OF_CONTIG,silE,silF,silP=PARTIAL_END_OF_CONTIG,silR,silS,terD,terW,terZ"	0	NULL	3.10.40	2022-08-09.1	COMBINED	1
PDT000067167.2|SAMN03495971|GCA_001023175.1|Enterobacter roggenkampii||GN02141|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001023175.1	Contig	92564	5202274	138	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03495971	"Enterobacter asburiae GN02141","GN02141","SRS940717"	Vance Fowler	2003-01-01	clinical	1802218	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02141	Enterobacter roggenkampii	NULL	NULL	1812935	NULL	NULL	GN02141	NULL	NULL	PDT000067167.2	2015-06-09	1812935	LEEP	LEEP00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaMIR,catA=HMM,fosA,oqxB"	"blaMIR,catA=HMM,fosA,oqxB"	36	"arsC=HMM,arsD=PARTIAL,arsR,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,merA,merC=HMM,merD,merE,merP=HMM,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoC,pcoD,pcoE,pcoR,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.40	2022-08-09.1	COMBINED	1
