Salmonella | número de entradas: 1951 | date: 2023-04-28 10:44:43.635615
GCA_029866625.1 SAMN26754305
GCF_027942155.1 SAMN26236019
GCF_027942135.1 SAMN26178599
GCF_027942115.1 SAMN26139402
GCF_027942095.1 SAMN25290051
GCF_027942075.1 SAMN25290048
GCF_027701665.1 SAMN32423452
GCF_027474565.1 SAMN17221882
GCA_027105075.1 SAMN32168691
GCA_004185015.2 SAMN09475863
GCA_009544175.2 SAMN07816322
GCA_009520275.2 SAMN07812784
GCA_015962365.2 SAMN17054056
GCA_016140035.2 SAMN17086604
GCA_016346925.2 SAMN17086464
GCA_016122915.2 SAMN17071986
GCA_016119675.2 SAMN17071985
GCA_019933495.2 SAMN21390263
GCA_016846205.2 SAMN17218897
GCF_026873525.1 SAMN25270670
GCF_026873505.1 SAMN25270671
GCF_026873485.1 SAMN25270672
GCF_026873465.1 SAMN25270673
GCF_026873445.1 SAMN25270674
GCF_026873425.1 SAMN25270675
GCF_026873405.1 SAMN25270676
GCF_026873385.1 SAMN25270677
GCF_026873365.1 SAMN25270678
GCF_026873345.1 SAMN25270679
GCF_026873325.1 SAMN25270680
GCF_026873305.1 SAMN25270681
GCF_026802055.1 SAMN31814736
GCF_026802035.1 SAMN31814737
GCF_026802015.1 SAMN31814738
GCF_026801995.1 SAMN31814739
GCF_026801975.1 SAMN31814740
GCF_026801955.1 SAMN31814741
GCF_026801935.1 SAMN31814742
GCF_026801915.1 SAMN31814743
GCF_026684115.1 SAMN31880433
GCA_026278925.1 SAMN31740540
GCA_026278905.1 SAMN31740541
GCA_026278885.1 SAMN31740542
GCF_026248545.1 SAMN31698713
GCF_026248385.1 SAMN31698714
GCF_026247685.1 SAMN31452954
GCF_026153595.1 SAMN31601029
GCF_026013745.1 SAMN31231980
GCF_026013315.1 SAMN31056807
GCF_026013295.1 SAMN31055796
GCA_026013255.1 SAMN31392517
GCF_025999715.1 SAMD00515066
GCF_025808355.1 SAMN15870315
GCF_025808335.1 SAMN15870316
GCF_025808315.1 SAMN15870317
GCF_025808295.1 SAMN15870318
GCF_025808275.1 SAMN15870319
GCF_025808255.1 SAMN15870320
GCF_025808235.1 SAMN15870321
GCF_025725745.1 SAMN31136160
GCF_025643195.1 SAMN20990803
GCF_025426275.1 SAMN30929802
GCF_025399075.1 SAMN30839144
GCF_025399055.1 SAMN30839143
GCF_025399015.1 SAMN13354303
GCF_025398995.1 SAMN08773568
GCF_025311435.1 SAMN30802443
GCF_025311295.1 SAMN30802444
GCF_025311235.1 SAMN30802445
GCF_025311075.1 SAMN30802446
GCF_025310955.1 SAMN30802447
GCF_025259345.1 SAMN08135025
GCF_025259185.1 SAMN13354305
GCF_025259065.1 SAMN13390196
GCF_025232695.1 SAMN09258664
GCF_025159055.1 SAMN30448801
GCF_024917215.1 SAMN30540908
GCF_024917195.1 SAMN30507085
GCF_024731345.1 SAMN30306456
GCF_024722475.1 SAMN30275503
GCF_024722455.1 SAMN30275502
GCF_024722435.1 SAMN30225128
GCF_024722255.1 SAMN30275504
GCA_024664955.1 SAMN29636369
GCA_024664835.1 SAMN29636370
GCA_024664715.1 SAMN29636371
GCA_024664595.1 SAMN29636372
GCA_024664475.1 SAMN29636373
GCF_024508075.1 SAMN29939561
GCF_024507995.1 SAMN29939568
GCF_024494525.1 SAMN29857753
GCF_024442275.1 SAMN29723019
GCF_024442255.1 SAMN29723020
GCF_024365025.1 SAMN29631754
GCF_024365005.1 SAMN29630588
GCF_024364985.1 SAMN29630500
GCF_024364965.1 SAMN29630349
GCF_024364945.1 SAMN29630312
GCF_024364925.1 SAMN29630309
GCF_024364905.1 SAMN29630270
GCF_024364885.1 SAMN29630254
GCF_024364865.1 SAMN29630109
GCF_024364845.1 SAMN29630085
GCF_024364825.1 SAMN29629757
GCF_024266875.1 SAMN29247809
GCF_024266785.1 SAMN29431227
GCF_024266565.1 SAMN21365156
GCF_024266545.1 SAMN29431217
GCF_024266525.1 SAMN29431220
GCF_024266505.1 SAMN29431223
GCF_024266465.1 SAMN29431224
GCF_024266445.1 SAMN21365146
GCF_024266425.1 SAMN21365152
GCF_024266405.1 SAMN29431226
GCF_024266385.1 SAMN29431230
GCF_024266365.1 SAMN29431225
GCF_024266345.1 SAMN29431228
GCF_024266305.1 SAMN27531299
GCF_024266285.1 SAMN29431221
GCF_024266265.1 SAMN11877931
GCF_024266245.1 SAMN11877932
GCF_024266225.1 SAMN21365150
GCF_024266205.1 SAMN11546981
GCF_024266185.1 SAMN11546974
GCF_024266165.1 SAMN29431219
GCF_024266145.1 SAMN29431218
GCF_024266125.1 SAMN29431229
GCF_024137945.1 SAMN29340051
GCF_023848645.1 SAMN28951059
GCF_023848615.1 SAMN28950567
GCF_023848535.1 SAMN28950535
GCF_023746725.1 SAMN28818465
GCF_023702165.1 SAMN28614156
GCF_900205245.1 SAMEA2564026
GCF_023612355.1 SAMN14309716
GCF_940618755.1 SAMEA14291300
GCF_940599845.1 SAMEA14291302
GCF_940620125.1 SAMEA14291303
GCF_940631035.1 SAMEA14291301
GCF_940596495.1 SAMEA14291307
GCF_023518195.1 SAMN23378277
GCF_023518175.1 SAMN23378276
GCF_023518155.1 SAMN23378275
GCF_023518135.1 SAMN23378274
GCF_016025415.2 SAMN16987173
GCF_023379985.1 SAMN28104871
GCA_023374955.1 SAMN27606337
GCF_023330905.1 SAMN16419716
GCF_023330885.1 SAMN16419717
GCF_023330865.1 SAMN16419718
GCF_023330845.1 SAMN16419719
GCF_023330825.1 SAMN16419720
GCF_023330805.1 SAMN16419721
GCF_023330785.1 SAMN16419722
GCF_023330765.1 SAMN16419723
GCF_023330725.1 SAMN25249354
GCF_023330705.1 SAMN25249355
GCF_023159325.1 SAMN25644121
GCF_023158855.1 SAMN27647540
GCF_023024545.1 SAMN26540071
GCF_022936485.1 SAMN25644135
GCF_022936425.1 SAMN25644148
GCF_022936385.1 SAMN25644136
GCF_022936365.1 SAMN25644119
GCF_022936345.1 SAMN25644122
GCF_022870685.1 SAMN17208412
GCF_022870605.1 SAMN15350026
GCF_022869965.1 SAMN14078794
GCF_022869585.1 SAMN14078795
GCA_007041505.2 SAMN07436240
GCF_000439415.2 SAMN01823701
GCF_022760155.1 SAMN26818630
GCA_022701155.1 SAMN19736312
GCF_003030285.2 SAMN08663444
GCA_010762755.2 SAMN05437761
GCA_011118135.2 SAMN07193435
GCA_010451275.2 SAMN09199050
GCA_005473655.2 SAMN10601908
GCA_010621305.2 SAMN07268462
GCA_006124375.2 SAMN07415498
GCA_010829725.2 SAMN13512702
GCA_006899445.2 SAMN04961841
GCA_007049205.2 SAMN07521433
GCA_010001925.2 SAMN07427456
GCA_006320625.2 SAMN08815166
GCA_006285055.2 SAMN09011259
GCA_005585955.2 SAMN11029788
GCA_016231065.2 SAMN13795856
GCA_013710925.2 SAMN15239347
GCA_013698985.2 SAMN15249649
GCA_005965665.2 SAMN05250424
GCA_005904905.2 SAMN11618493
GCF_022670835.1 SAMN26674805
GCF_022670775.1 SAMN26567205
GCF_022670755.1 SAMN26567206
GCF_022670735.1 SAMN26567207
GCF_022670715.1 SAMN26567208
GCF_022670695.1 SAMN26567209
GCF_022670675.1 SAMN26567210
GCF_022655705.1 SAMN26664045
GCF_022655685.1 SAMN26664047
GCF_022655665.1 SAMN26664046
GCF_022655645.1 SAMN26662412
GCA_022569775.1 SAMN05596322
GCA_022569755.1 SAMN05596277
GCA_022569735.1 SAMN17129770
GCA_022569715.1 SAMN17478013
GCF_022559825.1 SAMN23543477
GCF_022559485.1 SAMN15941595
GCF_022559465.1 SAMN15941596
GCF_022559445.1 SAMN15941597
GCF_022559425.1 SAMN15941598
GCF_022559405.1 SAMN15941599
GCF_022559385.1 SAMN15941600
GCF_022559365.1 SAMN15941601
GCF_022559345.1 SAMN15941602
GCF_022557215.1 SAMN26319900
GCF_022533545.1 SAMN26317632
GCA_010931375.2 SAMN08773116
GCA_006162645.2 SAMN07615603
GCA_006070955.2 SAMN07411119
GCA_006962435.2 SAMN06842717
GCA_016373105.2 SAMN06183523
GCA_007567795.2 SAMN08885897
GCA_006159245.2 SAMN07554667
GCA_006665485.2 SAMN09761678
GCA_005498665.2 SAMN11178030
GCA_006703045.2 SAMN09260921
GCA_005741405.2 SAMN11178028
GCA_006298065.2 SAMN07561517
GCF_022350005.1 SAMN25873476
GCF_022226915.1 SAMN25761580
GCF_001173525.2 SAMEA2158835
GCF_001122625.2 SAMEA2145578
GCF_001134605.2 SAMEA1964467
GCF_022162985.1 SAMN25597006
GCF_022117515.1 SAMN25608808
GCF_021713115.1 SAMN25044003
GCF_021513315.1 SAMN17319566
GCF_021496275.1 SAMN24782770
GCF_021496255.1 SAMN24782759
GCF_021474345.1 SAMN24619907
GCF_021474325.1 SAMN24619908
GCF_021474305.1 SAMN24619909
GCF_021474285.1 SAMN24619910
GCF_021474265.1 SAMN24619911
GCF_021474245.1 SAMN24619906
GCF_021399255.1 SAMN23296620
GCF_021397675.1 SAMN24108483
GCF_021397645.1 SAMN24108485
GCF_021397625.1 SAMN24108481
GCF_004324145.2 SAMN09759452
GCF_004324315.2 SAMN09759453
GCF_004324275.2 SAMN09759454
GCF_004324135.2 SAMN09759455
GCF_004324125.2 SAMN09759456
GCF_004324115.2 SAMN09759457
GCF_004324095.2 SAMN09759458
GCF_004324045.2 SAMN09759459
GCF_004337745.2 SAMN09759460
GCF_004324035.2 SAMN09759461
GCF_004324025.2 SAMN09759462
GCF_004324015.2 SAMN09759463
GCF_004324245.2 SAMN09759464
GCF_004323995.2 SAMN09759467
GCF_004337735.2 SAMN09759468
GCF_021383745.1 SAMN19173648
GCF_021266445.1 SAMN23451923
GCF_021266425.1 SAMN23451924
GCF_021266405.1 SAMN23451925
GCF_021266365.1 SAMN23451927
GCF_021266345.1 SAMN23451928
GCA_021266325.1 SAMN23451929
GCF_021266305.1 SAMN23451930
GCF_021266285.1 SAMN23451931
GCF_021266265.1 SAMN23451932
GCF_021266245.1 SAMN23451933
GCF_021266225.1 SAMN23451934
GCA_008985305.2 SAMN05928263
GCF_019710395.2 SAMN20693596
GCF_021228955.1 SAMN23799606
GCA_007862665.2 SAMN12360167
GCA_006911855.2 SAMN02989072
GCA_006952825.2 SAMN02989073
GCA_006341935.2 SAMN11967932
GCA_007860625.2 SAMN12360064
GCA_006860705.2 SAMN02900330
GCA_006202105.2 SAMN08737117
GCA_007333575.2 SAMN10251118
GCF_020783475.1 SAMN22814778
GCA_004282055.2 SAMN10133076
GCF_020736345.1 SAMN22551506
GCF_020736325.1 SAMN22551430
GCF_020736305.1 SAMN22551429
GCF_020716645.1 SAMN22446290
GCF_020715545.1 SAMN22446287
GCF_020715525.1 SAMN22446288
GCF_020715505.1 SAMN22446289
GCF_020715485.1 SAMN22446291
GCF_020715465.1 SAMN22446293
GCF_020715445.1 SAMN22446292
GCF_020715425.1 SAMN22446294
GCF_020715405.1 SAMN22446295
GCF_020715385.1 SAMN22446296
GCF_020715365.1 SAMN22446303
GCF_020715345.1 SAMN22446304
GCF_020715325.1 SAMN22446305
GCF_020715305.1 SAMN22446306
GCF_020715285.1 SAMN22446307
GCF_020715265.1 SAMN22446309
GCF_020715225.1 SAMN22446308
GCF_020715165.1 SAMN22446310
GCF_020715045.1 SAMN22446311
GCF_020714925.1 SAMN22446298
GCF_020714905.1 SAMN22446312
GCF_020714885.1 SAMN22446299
GCF_020714865.1 SAMN22446297
GCF_020714845.1 SAMN22446313
GCF_020714825.1 SAMN22446301
GCF_020714805.1 SAMN22446314
GCF_020714785.1 SAMN22446316
GCF_020714765.1 SAMN22446315
GCF_020714745.1 SAMN22446317
GCF_020714725.1 SAMN22446319
GCF_020714705.1 SAMN22446300
GCF_020714685.1 SAMN22446302
GCF_020714645.1 SAMN22446318
GCF_020691725.1 SAMN22488165
GCF_020691705.1 SAMN22488162
GCA_008757795.3 SAMN12843063
GCF_020410865.1 SAMN21891814
GCA_009584225.2 SAMN08114096
GCA_008457445.2 SAMN09770933
GCF_020268625.1 SAMN21843235
GCF_020221795.1 SAMN21849513
GCF_020181675.1 SAMN21245058
GCF_020150755.1 SAMN21220878
GCA_007424245.2 SAMN10907658
GCF_020023795.1 SAMN19866762
GCA_001135805.3 SAMEA2072503
GCF_019969255.1 SAMN19812510
GCF_019969235.1 SAMN19812511
GCA_019969215.1 SAMN19812512
GCF_019969195.1 SAMN19812513
GCF_019967915.1 SAMN21210682
GCF_019931635.1 SAMN21166609
GCA_019931615.1 SAMN05726933
GCA_007861625.2 SAMN12360188
GCA_007861865.2 SAMN12360196
GCA_007864785.2 SAMN12360211
GCA_006338365.2 SAMN11968095
GCA_010729545.2 SAMN13808816
GCA_007862245.2 SAMN12360289
GCA_010964235.2 SAMN12587080
GCA_007862225.2 SAMN12360201
GCA_010965815.2 SAMN12587112
GCA_011184255.2 SAMN12587116
GCA_011312595.2 SAMN12587135
GCA_011480755.2 SAMN12587126
GCA_011189075.2 SAMN12587138
GCA_005616915.2 SAMN10132778
GCA_008505605.2 SAMN09770914
GCA_008457485.2 SAMN09770876
GCA_005766855.2 SAMN10132800
GCA_008538935.2 SAMN09770928
GCA_005688995.2 SAMN10132830
GCA_003898995.2 SAMN10132843
GCA_005447225.2 SAMN10133052
GCA_004280135.2 SAMN10133065
GCA_011185315.2 SAMN12586930
GCA_010007645.2 SAMN12586937
GCA_006339875.2 SAMN11967950
GCA_006338875.2 SAMN11967990
GCA_006342355.2 SAMN11967922
GCA_006342645.2 SAMN11968006
GCA_008918345.2 SAMN12930376
GCA_006340535.2 SAMN11968052
GCA_006340505.2 SAMN11968060
GCA_011480175.2 SAMN12586952
GCA_007861645.2 SAMN12360091
GCA_007863785.2 SAMN12360055
GCA_007861245.2 SAMN12360095
GCA_008918025.2 SAMN12930399
GCA_006342205.2 SAMN11968039
GCA_005767315.2 SAMN10132793
GCA_005543515.2 SAMN10132878
GCA_003913575.2 SAMN10133000
GCA_005549255.2 SAMN10242831
GCA_008918865.2 SAMN12930391
GCA_010940075.2 SAMN12586950
GCA_010769995.2 SAMN07250886
GCA_009342535.2 SAMN07340353
GCA_009397805.2 SAMN07410879
GCA_010448175.2 SAMN07237761
GCA_010612865.2 SAMN08113949
GCA_010754535.2 SAMN06603821
GCA_009365125.2 SAMN07340352
GCA_009524135.2 SAMN08113977
GCA_009525035.2 SAMN08113983
GCA_010505715.2 SAMN08114087
GCA_010474285.2 SAMN08114020
GCA_010659325.2 SAMN08114009
GCA_010383125.2 SAMN08113968
GCA_010775215.2 SAMN08114062
GCA_005767415.2 SAMN10132765
GCA_008471245.2 SAMN04530411
GCA_008471305.2 SAMN04536994
GCA_008524845.2 SAMN05440588
GCA_008412045.2 SAMN04605174
GCA_008941045.2 SAMN05514416
GCA_008474065.2 SAMN04964189
GCA_008945185.2 SAMN05661209
GCA_008414105.2 SAMN05150609
GCA_008429005.2 SAMN05928199
GCA_008985545.2 SAMN05928200
GCA_008948485.2 SAMN05750475
GCA_008479505.2 SAMN05661217
GCA_005978105.2 SAMN06048838
GCA_010394245.2 SAMN05596731
GCA_009026265.2 SAMN06015765
GCA_009049665.2 SAMN06048840
GCA_009541075.2 SAMN07968669
GCA_009161025.2 SAMN06210544
GCA_010503935.2 SAMN05720502
GCA_010485715.2 SAMN08114325
GCA_011552675.2 SAMN08380125
GCA_009218325.2 SAMN06899440
GCA_010762015.2 SAMN06829536
GCA_009521555.2 SAMN08115123
GCA_010417285.2 SAMN08115125
GCA_009035925.2 SAMN06015784
GCA_009588305.2 SAMN08169382
GCA_009533475.2 SAMN08025063
GCA_009524975.2 SAMN08113944
GCA_010461165.2 SAMN08113963
GCA_009524835.2 SAMN08113953
GCA_011408855.2 SAMN08113900
GCA_011409795.2 SAMN05514420
GCA_009047585.2 SAMN06256079
GCA_019915965.1 SAMN04600712
GCA_019915945.1 SAMN20351455
GCA_019915925.1 SAMN20351458
GCA_019915785.1 SAMN20351456
GCA_019915765.1 SAMN20351459
GCA_019915745.1 SAMN20351460
GCA_019915725.1 SAMN20351462
GCA_019915705.1 SAMN20351457
GCA_019915685.1 SAMN20351464
GCA_019915665.1 SAMN20351463
GCA_019915645.1 SAMN20351461
GCA_019915625.1 SAMN20360260
GCA_019915605.1 SAMN20360261
GCF_019890995.1 SAMN21035574
GCF_019797945.1 SAMN20892915
GCF_019710375.1 SAMN20692191
GCF_019670465.1 SAMD00234746
GCF_019670445.1 SAMD00234738
GCF_019670425.1 SAMD00234684
GCF_019670405.1 SAMD00234679
GCF_019670385.1 SAMD00234670
GCF_019670365.1 SAMD00234655
GCF_019670345.1 SAMD00234645
GCF_019670325.1 SAMD00234630
GCF_019670305.1 SAMD00234616
GCF_019670285.1 SAMD00234603
GCF_019670265.1 SAMD00234580
GCF_019670245.1 SAMD00097501
GCF_019670225.1 SAMD00097500
GCF_019670205.1 SAMD00097514
GCF_019670185.1 SAMD00097511
GCF_019670165.1 SAMD00097506
GCF_019670145.1 SAMD00097512
GCF_019645915.1 SAMN20695325
GCF_019469485.1 SAMN14571954
GCF_007040405.1 SAMN06115827
GCF_005996525.1 SAMN06115826
GCF_005996325.1 SAMN06115859
GCF_005996305.1 SAMN06115853
GCF_006026255.1 SAMN04480334
GCF_005978645.1 SAMN05733259
GCF_006027055.1 SAMN04458018
GCF_005608035.1 SAMN06115793
GCF_005996465.1 SAMN06115787
GCF_007040365.1 SAMN06115835
GCF_019428465.1 SAMN20345806
GCF_019426245.1 SAMN12082795
GCF_019356415.1 SAMN10870446
GCF_019339485.1 SAMN17315977
GCF_019339465.1 SAMN17316108
GCF_019339445.1 SAMN17315640
GCF_019339425.1 SAMN17316236
GCF_019334505.1 SAMN20181734
GCF_003068145.2 SAMN08822980
GCF_003068025.2 SAMN08822719
GCF_003067445.2 SAMN08886740
GCF_003067985.2 SAMN08823090
GCF_003067925.2 SAMN08824062
GCF_003067765.2 SAMN08823296
GCF_003064405.2 SAMN08824419
GCF_003064365.2 SAMN08822910
GCF_003064165.2 SAMN08823084
GCF_019222725.1 SAMN17315332
GCF_019063905.1 SAMN19842584
GCA_018986895.1 SAMN19708132
GCF_006098575.1 SAMN04933258
GCF_001831985.2 SAMN04961950
GCF_003872565.1 SAMN03464588
GCF_005532075.1 SAMN03464114
GCF_001652385.2 SAMN03742073
GCF_001831555.2 SAMN04961926
GCF_001831715.2 SAMN04961937
GCF_001831915.2 SAMN04961947
GCF_001833225.2 SAMN04961976
GCF_001834735.2 SAMN04961978
GCF_001833255.2 SAMN04961988
GCF_001832255.2 SAMN04961990
GCF_001833305.2 SAMN04961992
GCF_001834965.2 SAMN04962018
GCF_001973785.2 SAMN05414408
GCF_001972625.2 SAMN05414461
GCF_006344865.1 SAMN06033750
GCF_002266325.2 SAMN07163933
GCF_002266205.2 SAMN07163931
GCF_002266085.2 SAMN07163940
GCF_002265865.2 SAMN07163935
GCF_002507915.2 SAMN07427971
GCF_002507875.2 SAMN07427968
GCF_002507745.2 SAMN07427967
GCF_002507865.2 SAMN07427966
GCF_002507715.2 SAMN07135152
GCF_006199305.1 SAMN08595501
GCA_007484345.2 SAMN08595551
GCF_006199285.1 SAMN08595305
GCA_007634455.2 SAMN08595307
GCF_006520715.1 SAMN09537686
GCF_006949085.1 SAMN02900221
GCA_014431865.2 SAMN02900230
GCF_006948385.1 SAMN02900242
GCF_005534535.1 SAMN02900244
GCF_005991765.1 SAMN02900245
GCA_006855945.2 SAMN03218223
GCA_008025235.2 SAMN03218226
GCA_007626775.2 SAMN03218229
GCF_006651685.1 SAMN02843585
GCA_007635275.2 SAMN02847684
GCA_008606975.2 SAMN03652121
GCA_008606925.2 SAMN03652122
GCA_007751115.2 SAMN03652126
GCA_007626135.2 SAMN03652127
GCA_008607025.2 SAMN03652133
GCA_008607005.2 SAMN03652135
GCF_006651425.1 SAMN03652140
GCA_007500235.2 SAMN03652142
GCF_005676255.1 SAMN03069628
GCF_005936085.1 SAMN03069636
GCF_006846945.1 SAMN03069668
GCF_005935865.1 SAMN03069703
GCF_006849305.1 SAMN03069714
GCA_008730735.2 SAMN04323529
GCA_014447715.2 SAMN02709155
GCA_014448095.2 SAMN02709170
GCA_014447835.2 SAMN02709173
GCF_001756025.2 SAMN05717005
GCF_001713515.2 SAMN05180023
GCF_003878535.1 SAMN02900140
GCA_014432665.2 SAMN02900147
GCF_006949785.1 SAMN02900215
GCF_005411755.1 SAMN02900217
GCF_006858285.1 SAMN03083790
GCF_003872475.1 SAMN03285119
GCA_008029255.2 SAMN03285120
GCA_007473075.2 SAMN03329748
GCF_005899025.1 SAMN03354386
GCF_005606435.1 SAMN03463942
GCF_006016765.1 SAMN03463954
GCF_006868345.1 SAMN03463955
GCF_006868405.1 SAMN03463964
GCF_005946705.1 SAMN03463967
GCF_004223785.1 SAMN03463970
GCF_005532935.1 SAMN03463971
GCF_006868905.1 SAMN03463977
GCF_005532895.1 SAMN03463978
GCF_006870005.1 SAMN03463981
GCF_006869965.1 SAMN03463990
GCF_005606535.1 SAMN03463993
GCF_003872625.1 SAMN03463994
GCF_006873825.1 SAMN03464026
GCF_006090915.1 SAMN03464042
GCF_001972545.2 SAMN05414469
GCF_006315305.1 SAMN08595295
GCA_010651985.2 SAMN03218227
GCA_011436695.2 SAMN03218228
GCF_000732045.2 SAMN02800587
GCA_010713575.2 SAMN03652123
GCF_018460045.1 SAMN19104843
GCA_010396085.2 SAMN03652128
GCA_010794875.2 SAMN03652131
GCA_010542265.2 SAMN02709288
GCA_014432465.2 SAMN02900157
GCA_010699505.2 SAMN03285117
GCF_003872215.1 SAMN03464038
GCF_003872395.1 SAMN03464044
GCF_006019175.1 SAMN03464057
GCA_007232625.2 SAMN06856347
GCF_003869075.1 SAMN01933104
GCF_006519455.1 SAMN01933105
GCF_006518555.1 SAMN01933106
GCF_003871895.1 SAMN06856354
GCA_007762235.2 SAMN06856351
GCF_004222645.1 SAMN01933180
GCF_003581245.2 SAMN01938963
GCA_008916265.2 SAMN03700908
GCA_007230335.2 SAMN03700890
GCF_005900065.1 SAMN03700938
GCA_009221265.2 SAMN03700980
GCA_010732035.2 SAMN01933101
GCF_006914355.1 SAMN03700934
GCA_011117275.2 SAMN03700930
GCF_005899965.1 SAMN03700933
GCF_006912375.1 SAMN03700936
GCF_003873385.1 SAMN03700939
GCF_004222725.1 SAMN02568554
GCF_014338425.1 SAMN03700895
GCA_009221365.2 SAMN03700982
GCF_907163245.1 SAMEA8520470
GCA_907163235.1 SAMEA7503124
GCA_907163185.1 SAMEA7503126
GCF_907163175.1 SAMEA8520468
GCF_907163145.1 SAMEA8520469
GCA_907163165.1 SAMEA7503125
GCF_018388585.1 SAMN18868251
GCF_018388565.1 SAMN18868252
GCF_018340585.1 SAMN18747132
GCA_018340565.1 SAMN10588566
GCA_018340545.1 SAMN10585557
GCA_018340525.1 SAMN03464497
GCA_018340505.1 SAMN02900280
GCA_018340485.1 SAMN03275161
GCA_018340465.1 SAMN03218220
GCA_018340425.1 SAMN03165660
GCA_018340355.1 SAMN03464450
GCA_018340335.1 SAMN03464452
GCA_018340315.1 SAMN03464476
GCA_018340295.1 SAMN03464484
GCA_018340275.1 SAMN03464457
GCA_018340255.1 SAMN03464490
