Enterococcus_faecalis | número de entradas: 519 | date: 2023-05-03 10:43:35.319129
GCA_029910175.1 SAMN30967739
GCF_023299665.1 SAMN28025452
GCF_023299645.1 SAMN28025468
GCF_023299625.1 SAMN28025456
GCF_023299605.1 SAMN28025463
GCF_023299585.1 SAMN28025457
GCF_023299545.1 SAMN28025448
GCF_023299525.1 SAMN28025471
GCF_023299505.1 SAMN28025458
GCF_023299485.1 SAMN28025470
GCF_023299465.1 SAMN28025469
GCF_023299425.1 SAMN28025466
GCF_023299225.1 SAMN28025467
GCF_022869705.1 SAMN14078803
GCF_022810805.1 SAMN13336268
GCF_022699585.1 SAMN26754979
GCF_022691485.1 SAMN26026624
GCF_022691465.1 SAMN26026625
GCF_022648595.1 SAMN19573779
GCF_022648425.1 SAMN19573780
GCF_022648285.1 SAMN19573781
GCF_022557275.1 SAMN26281488
GCF_022213025.1 SAMN25249812
GCF_022213005.1 SAMN25249813
GCF_022212985.1 SAMN25249814
GCF_022212965.1 SAMN25249816
GCF_022212945.1 SAMN25249817
GCF_022212925.1 SAMN25249818
GCF_022212905.1 SAMN25249819
GCF_022212885.1 SAMN25249820
GCF_022212865.1 SAMN25249821
GCF_022212845.1 SAMN25249822
GCF_021655635.1 SAMD00412537
GCF_021610105.1 SAMN25117697
GCF_021484825.1 SAMN24600170
GCF_020906605.1 SAMN22929529
GCF_020882115.1 SAMN22965540
GCF_020882095.1 SAMN22929935
GCF_020882075.1 SAMN22929586
GCF_020882055.1 SAMN22929993
GCF_020882035.1 SAMN22929436
GCF_020881975.1 SAMN22871634
GCF_020844125.1 SAMN11953790
GCF_020616935.1 SAMN22349651
GCF_020616875.1 SAMN22349650
GCF_020616775.1 SAMN22349649
GCF_019856595.1 SAMN20824245
GCF_019774535.1 SAMN20825296
GCF_906464915.2 SAMEA6595198
GCF_018986755.2 SAMN19292310
GCF_019222705.1 SAMN20059107
GCF_019195415.1 SAMN19958212
GCF_018517125.1 SAMN16988090
GCF_906464925.1 SAMEA6595201
GCF_906464895.1 SAMEA6595197
GCF_906464865.1 SAMEA6595199
GCF_906464875.1 SAMEA6595202
GCF_906464835.1 SAMEA6595200
GCF_009498175.3 SAMN12272102
GCF_017639585.1 SAMN15871855
GCF_017357805.1 SAMN13219623
GCF_017280235.1 SAMN18063036
GCF_017280035.1 SAMN18062968
GCF_016812095.1 SAMN17615183
GCF_905123875.1 SAMEA7491311
GCF_905123865.1 SAMEA7491323
GCF_905123825.1 SAMEA7491322
GCF_905123805.1 SAMEA7491321
GCF_905123845.1 SAMEA7491313
GCF_905123835.1 SAMEA7491317
GCF_905123855.1 SAMEA7491319
GCF_905123815.1 SAMEA7491320
GCF_905123785.1 SAMEA7491325
GCF_905123795.1 SAMEA7491314
GCF_905123735.1 SAMEA7491312
GCF_905123755.1 SAMEA7491324
GCF_905123745.1 SAMEA7491315
GCF_905123775.1 SAMEA7491318
GCF_905123725.1 SAMEA7491327
GCF_905123765.1 SAMEA7491316
GCF_905123715.1 SAMEA7491257
GCF_905123705.1 SAMEA7491235
GCF_905123695.1 SAMEA7491306
GCF_905123675.1 SAMEA7491293
GCF_905123655.1 SAMEA7491254
GCF_905123685.1 SAMEA7491276
GCF_905123645.1 SAMEA7491307
GCF_905123665.1 SAMEA7491245
GCF_905123635.1 SAMEA7491284
GCF_905123625.1 SAMEA7491248
GCF_905123525.1 SAMEA7491233
GCF_905123615.1 SAMEA7491240
GCF_905123585.1 SAMEA7491199
GCF_905123595.1 SAMEA7491244
GCF_905123555.1 SAMEA7491308
GCF_905123575.1 SAMEA7491183
GCF_905123565.1 SAMEA7491309
GCF_905123535.1 SAMEA7491310
GCF_905123605.1 SAMEA7491255
GCF_905123545.1 SAMEA7491280
GCF_905123495.1 SAMEA7491063
GCF_905123485.1 SAMEA7491062
GCF_905123455.1 SAMEA7491064
GCF_905123475.1 SAMEA7491066
GCF_905123465.1 SAMEA7491065
GCF_905123445.1 SAMEA7491067
GCF_905123405.1 SAMEA7491060
GCF_905123415.1 SAMEA7491051
GCF_905123425.1 SAMEA7491057
GCF_905123435.1 SAMEA7491053
GCF_905123385.1 SAMEA7491055
GCF_905123395.1 SAMEA7491061
GCF_905123335.1 SAMEA7491059
GCF_905123365.1 SAMEA7491052
GCF_905123325.1 SAMEA7491050
GCF_905123355.1 SAMEA7491058
GCF_905123345.1 SAMEA7491056
GCF_905123375.1 SAMEA7491054
GCF_905123315.1 SAMEA7491049
GCF_905123305.1 SAMEA7491048
GCF_905123295.1 SAMEA7491047
GCF_905123275.1 SAMEA7491045
GCF_905123285.1 SAMEA7491046
GCF_905123255.1 SAMEA7491036
GCF_905123265.1 SAMEA7491040
GCF_905123245.1 SAMEA7491042
GCF_905123235.1 SAMEA7491033
GCF_905123225.1 SAMEA7491043
GCF_905123215.1 SAMEA7491041
GCF_905123195.1 SAMEA7491035
GCF_905123185.1 SAMEA7491038
GCF_905123175.1 SAMEA7491044
GCF_905123165.1 SAMEA7491037
GCF_905123205.1 SAMEA7491039
GCF_905123135.1 SAMEA7491030
GCF_905123115.1 SAMEA7491031
GCF_905123155.1 SAMEA7491028
GCF_905123095.1 SAMEA7491029
GCF_905123085.1 SAMEA7491032
GCF_905123055.1 SAMEA7491351
GCF_905123065.1 SAMEA7491358
GCF_905123075.1 SAMEA7491362
GCF_905123045.1 SAMEA7491352
GCF_905123025.1 SAMEA7491360
GCF_905123035.1 SAMEA7491354
GCF_905123015.1 SAMEA7491357
GCF_905122985.1 SAMEA7491355
GCF_905122995.1 SAMEA7491353
GCF_905123005.1 SAMEA7491361
GCF_905122975.1 SAMEA7491356
GCF_905122965.1 SAMEA7491359
GCF_905122955.1 SAMEA7491349
GCF_905122945.1 SAMEA7491346
GCF_905122925.1 SAMEA7491348
GCF_905122935.1 SAMEA7491345
GCF_905122915.1 SAMEA7491343
GCF_905122905.1 SAMEA7491347
GCF_905122895.1 SAMEA7491350
GCF_905122885.1 SAMEA7491344
GCF_905122875.1 SAMEA7491334
GCF_905122855.1 SAMEA7491340
GCF_905122865.1 SAMEA7491335
GCF_905122835.1 SAMEA7491339
GCF_905122845.1 SAMEA7491332
GCF_905122825.1 SAMEA7491331
GCF_905122805.1 SAMEA7491342
GCF_905122815.1 SAMEA7491341
GCF_905122795.1 SAMEA7491338
GCF_905122785.1 SAMEA7491336
GCF_905122775.1 SAMEA7491337
GCF_905122765.1 SAMEA7491333
GCF_905122755.1 SAMEA7491330
GCF_905122715.1 SAMEA7491302
GCF_905122725.1 SAMEA7491329
GCF_905122745.1 SAMEA7491303
GCF_905122705.1 SAMEA7491305
GCF_905122735.1 SAMEA7491328
GCF_905122695.1 SAMEA7491326
GCF_905122685.1 SAMEA7491304
GCF_905122675.1 SAMEA7491301
GCF_905122665.1 SAMEA7491296
GCF_905122645.1 SAMEA7491298
GCF_905122615.1 SAMEA7491291
GCF_905122655.1 SAMEA7491295
GCF_905122625.1 SAMEA7491300
GCF_905122635.1 SAMEA7491289
GCF_905122605.1 SAMEA7491299
GCF_905122565.1 SAMEA7491290
GCF_905122575.1 SAMEA7491297
GCF_905122595.1 SAMEA7491294
GCF_905122585.1 SAMEA7491292
GCF_905122555.1 SAMEA7491286
GCF_905122535.1 SAMEA7491287
GCF_905122545.1 SAMEA7491288
GCF_905122525.1 SAMEA7491278
GCF_905122505.1 SAMEA7491283
GCF_905122515.1 SAMEA7491281
GCF_905122495.1 SAMEA7491285
GCF_905122485.1 SAMEA7491282
GCF_905122475.1 SAMEA7491279
GCF_905122465.1 SAMEA7491268
GCF_905122455.1 SAMEA7491267
GCF_905122445.1 SAMEA7491274
GCF_905122435.1 SAMEA7491271
GCF_905122425.1 SAMEA7491273
GCF_905122395.1 SAMEA7491277
GCF_905122405.1 SAMEA7491272
GCF_905122415.1 SAMEA7491269
GCF_905122385.1 SAMEA7491270
GCF_905122375.1 SAMEA7491266
GCF_905122365.1 SAMEA7491275
GCF_905122355.1 SAMEA7491265
GCF_905122345.1 SAMEA7491263
GCF_905122335.1 SAMEA7491262
GCF_905122315.1 SAMEA7491259
GCF_905122305.1 SAMEA7491258
GCF_905122295.1 SAMEA7491261
GCF_905122325.1 SAMEA7491264
GCF_905122285.1 SAMEA7491256
GCF_905122275.1 SAMEA7491260
GCF_905122255.1 SAMEA7491252
GCF_905122265.1 SAMEA7491253
GCF_905122225.1 SAMEA7491250
GCF_905122215.1 SAMEA7491249
GCF_905122245.1 SAMEA7491247
GCF_905122235.1 SAMEA7491238
GCF_905122185.1 SAMEA7491237
GCF_905122195.1 SAMEA7491241
GCF_905122175.1 SAMEA7491246
GCF_905122205.1 SAMEA7491242
GCF_905122165.1 SAMEA7491239
GCF_905122145.1 SAMEA7491236
GCF_905122155.1 SAMEA7491251
GCF_905122135.1 SAMEA7491243
GCF_905122115.1 SAMEA7491227
GCF_905122125.1 SAMEA7491231
GCF_905122105.1 SAMEA7491226
GCF_905122095.1 SAMEA7491234
GCF_905122075.1 SAMEA7491232
GCF_905122085.1 SAMEA7491229
GCF_905122065.1 SAMEA7491228
GCF_905122055.1 SAMEA7491230
GCF_905122045.1 SAMEA7491214
GCF_905122025.1 SAMEA7491224
GCF_905122015.1 SAMEA7491216
GCF_905122035.1 SAMEA7491210
GCF_905121965.1 SAMEA7491223
GCF_905121995.1 SAMEA7491217
GCF_905122005.1 SAMEA7491225
GCF_905121985.1 SAMEA7491211
GCF_905121975.1 SAMEA7491215
GCF_905121955.1 SAMEA7491219
GCF_905121945.1 SAMEA7491213
GCF_905121915.1 SAMEA7491209
GCF_905121925.1 SAMEA7491206
GCF_905121935.1 SAMEA7491218
GCF_905121905.1 SAMEA7491220
GCF_905121895.1 SAMEA7491208
GCF_905121875.1 SAMEA7491212
GCF_905121885.1 SAMEA7491221
GCF_905121865.1 SAMEA7491207
GCF_905121855.1 SAMEA7491222
GCF_905121835.1 SAMEA7491198
GCF_905121845.1 SAMEA7491203
GCF_905121815.1 SAMEA7491194
GCF_905121825.1 SAMEA7491196
GCF_905121805.1 SAMEA7491202
GCF_905121765.1 SAMEA7491200
GCF_905121785.1 SAMEA7491195
GCF_905121775.1 SAMEA7491205
GCF_905121735.1 SAMEA7491193
GCF_905121725.1 SAMEA7491192
GCF_905121795.1 SAMEA7491201
GCF_905121745.1 SAMEA7491204
GCF_905121755.1 SAMEA7491197
GCF_905121715.1 SAMEA7491191
GCF_905121695.1 SAMEA7491187
GCF_905121685.1 SAMEA7491190
GCF_905121705.1 SAMEA7491188
GCF_905121675.1 SAMEA7491189
GCF_905121645.1 SAMEA7491179
GCF_905121655.1 SAMEA7491182
GCF_905121665.1 SAMEA7491180
GCF_905121635.1 SAMEA7491185
GCF_905121625.1 SAMEA7491176
GCF_905121595.1 SAMEA7491175
GCF_905121605.1 SAMEA7491177
GCF_905121585.1 SAMEA7491171
GCF_905121615.1 SAMEA7491186
GCF_905121525.1 SAMEA7491178
GCF_905121575.1 SAMEA7491181
GCF_905121545.1 SAMEA7491173
GCF_905121565.1 SAMEA7491174
GCF_905121535.1 SAMEA7491170
GCF_905121555.1 SAMEA7491172
GCF_905121515.1 SAMEA7491184
GCF_905121505.1 SAMEA7491166
GCF_905121495.1 SAMEA7491167
GCF_905121485.1 SAMEA7491168
GCF_905121475.1 SAMEA7491169
GCF_905121445.1 SAMEA7491163
GCF_905121455.1 SAMEA7491157
GCF_905121435.1 SAMEA7491159
GCF_905121465.1 SAMEA7491165
GCF_905121425.1 SAMEA7491154
GCF_905121405.1 SAMEA7491161
GCF_905121415.1 SAMEA7491152
GCF_905121395.1 SAMEA7491162
GCF_905121375.1 SAMEA7491158
GCF_905121385.1 SAMEA7491164
GCF_905121365.1 SAMEA7491153
GCF_905121345.1 SAMEA7491155
GCF_905121355.1 SAMEA7491160
GCF_905121335.1 SAMEA7491156
GCF_905121325.1 SAMEA7491148
GCF_905121315.1 SAMEA7491146
GCF_905121305.1 SAMEA7491151
GCF_905121275.1 SAMEA7491150
GCF_905121285.1 SAMEA7491147
GCF_905121295.1 SAMEA7491149
GCF_905121235.1 SAMEA7491140
GCF_905121265.1 SAMEA7491132
GCF_905121225.1 SAMEA7491145
GCF_905121245.1 SAMEA7491136
GCF_905121255.1 SAMEA7491139
GCF_905121185.1 SAMEA7491133
GCF_905121205.1 SAMEA7491137
GCF_905121175.1 SAMEA7491134
GCF_905121215.1 SAMEA7491144
GCF_905121195.1 SAMEA7491143
GCF_905121165.1 SAMEA7491141
GCF_905121135.1 SAMEA7491135
GCF_905121155.1 SAMEA7491142
GCF_905121145.1 SAMEA7491138
GCF_905121125.1 SAMEA7491130
GCF_905121115.1 SAMEA7491128
GCF_905121105.1 SAMEA7491131
GCF_905121095.1 SAMEA7491129
GCF_905121085.1 SAMEA7491127
GCF_905121065.1 SAMEA7491112
GCF_905121055.1 SAMEA7491123
GCF_905121045.1 SAMEA7491120
GCF_905121075.1 SAMEA7491114
GCF_905121035.1 SAMEA7491115
GCF_905121015.1 SAMEA7491119
GCF_905121005.1 SAMEA7491121
GCF_905121025.1 SAMEA7491125
GCF_905120995.1 SAMEA7491118
GCF_905120955.1 SAMEA7491122
GCF_905120965.1 SAMEA7491124
GCF_905120975.1 SAMEA7491116
GCF_905120985.1 SAMEA7491126
GCF_905120945.1 SAMEA7491117
GCF_905120925.1 SAMEA7491108
GCF_905120935.1 SAMEA7491109
GCF_905120905.1 SAMEA7491111
GCF_905120915.1 SAMEA7491105
GCF_905120895.1 SAMEA7491110
GCF_905120885.1 SAMEA7491107
GCF_905120875.1 SAMEA7491095
GCF_905120845.1 SAMEA7491099
GCF_905120855.1 SAMEA7491100
GCF_905120835.1 SAMEA7491101
GCF_905120865.1 SAMEA7491093
GCF_905120825.1 SAMEA7491104
GCF_905120815.1 SAMEA7491102
GCF_905120795.1 SAMEA7491092
GCF_905120765.1 SAMEA7491098
GCF_905120755.1 SAMEA7491094
GCF_905120775.1 SAMEA7491096
GCF_905120785.1 SAMEA7491091
GCF_905120805.1 SAMEA7491103
GCF_905120745.1 SAMEA7491097
GCF_905120735.1 SAMEA7491089
GCF_905120715.1 SAMEA7491079
GCF_905120725.1 SAMEA7491081
GCF_905120615.1 SAMEA7491083
GCF_905120625.1 SAMEA7491082
GCF_905120635.1 SAMEA7491077
GCF_905120605.1 SAMEA7491086
GCF_905120575.1 SAMEA7491075
GCF_905120595.1 SAMEA7491071
GCF_905120675.1 SAMEA7491074
GCF_905120555.1 SAMEA7491069
GCF_905120685.1 SAMEA7491068
GCF_905120665.1 SAMEA7491087
GCF_905120645.1 SAMEA7491085
GCF_905120655.1 SAMEA7491073
GCF_905120695.1 SAMEA7491080
GCF_905120705.1 SAMEA7491072
GCF_905120565.1 SAMEA7491088
GCF_905120585.1 SAMEA7491076
GCF_905120545.1 SAMEA7491090
GCF_016743895.1 SAMN17169733
GCA_016743835.1 SAMN17169751
GCF_902379005.2 SAMEA5851198
GCF_015377745.1 SAMN13106281
GCF_014844235.1 SAMN14408962
GCF_014489455.1 SAMN15900780
GCF_013344665.1 SAMN13182395
GCF_013344645.1 SAMN13182396
GCF_013344625.1 SAMN13182397
GCF_013344605.1 SAMN13182398
GCF_012594215.1 SAMN13536105
GCF_011193375.1 SAMN14253864
GCF_010103655.1 SAMN12990710
GCF_009662495.1 SAMN10962800
GCF_000391485.2 SAMN00808929
GCF_006766145.1 SAMN12168219
GCF_006494875.1 SAMN11416928
GCF_006494855.1 SAMN11415942
GCF_006494835.1 SAMN11397621
GCF_006364815.1 SAMN10346775
GCF_006349345.1 SAMN11959349
GCF_005979305.1 SAMN09428130
GCF_005979285.1 SAMN09428129
GCF_901553725.1 SAMEA3614265
GCF_005484525.1 SAMN11388367
GCF_005158025.1 SAMN08803040
GCF_004332035.1 SAMN08689724
GCF_004332015.1 SAMN08689725
GCF_003966405.1 SAMD00113789
GCF_003966385.1 SAMD00113788
GCF_900636775.1 SAMEA1046663
GCF_003812665.1 SAMN10163222
GCF_003345275.1 SAMN09640605
GCF_002289045.2 SAMN07572761
GCF_003030425.1 SAMN06173337
GCF_002208945.1 SAMN06173351
GCF_002814115.1 SAMN07371835
GCF_002355755.1 SAMD00056606
GCF_002163735.1 SAMN04859054
GCF_001689055.2 SAMN04621616
GCF_000211255.2 SAMN02603509
GCF_001989555.1 SAMN06270347
GCF_001598635.1 SAMN04585513
GCF_000317915.1 SAMEA2272087
GCF_000281195.1 SAMN02603765
GCF_000172575.2 SAMN02603002
GCF_000742975.1 SAMN02870637
GCF_000550745.1 SAMN03081447
GCF_000007785.1 SAMN02603978
