Enterococcus_faecium | número de entradas: 327 | date: 2023-05-03 10:43:40.529675
GCF_029167665.1 SAMN33438667
GCF_001953235.1 SAMN03988631
GCF_001895905.1 SAMN06018903
GCF_001886635.1 SAMN06019998
GCF_001750885.1 SAMN04045274
GCF_001721905.1 SAMN03988630
GCF_001721065.1 SAMN03988624
GCF_001720945.1 SAMN03988632
GCF_001635875.1 SAMN03486724
GCF_001594345.1 SAMN04488250
GCF_900066025.1 SAMEA3726417
GCF_001587115.1 SAMN03339922
GCF_001518735.1 SAMN04418075
GCF_000336405.1 SAMN02604149
GCF_001412695.1 SAMN04201208
GCF_000250945.1 SAMN02604218
GCF_001298485.1 SAMN04009964
GCF_000174395.2 SAMN00002237
GCF_000737555.1 SAMN02194078
GCF_000444405.1 SAMN02604219
