Listeria | número de entradas: 337 | date: 2023-05-03 10:44:46.871151
GCF_028867355.1 SAMN13351544
GCF_018336715.1 SAMN14260686
GCF_018336695.1 SAMN14260764
GCF_018336675.1 SAMN14260851
GCF_018336655.1 SAMN14260853
GCF_018336635.1 SAMN14260850
GCF_018310555.1 SAMN18537091
GCF_018279565.1 SAMN08138574
GCA_018279465.1 SAMN08138490
GCF_018106325.1 SAMN18080009
GCF_018106305.1 SAMN18080006
GCF_018106285.1 SAMN18079989
GCF_018106265.1 SAMN10434278
GCF_001889585.2 SAMN05291439
GCF_001889645.2 SAMN05291441
GCF_905219385.1 SAMEA7887387
GCF_905219375.1 SAMEA7887386
GCF_016802645.1 SAMN13397725
GCA_016801005.1 SAMN17311437
GCA_016800985.1 SAMN17311438
GCF_016775765.1 SAMN17320319
GCF_016775745.1 SAMN17320316
GCF_016775725.1 SAMN17320315
GCF_016767835.1 SAMN17036357
GCF_016757715.1 SAMN17320318
GCF_016728025.1 SAMN16357249
GCF_015689035.1 SAMN16822871
GCF_015697685.1 SAMN16409656
GCF_015583955.1 SAMEA6798783
GCF_001188045.2 SAMN03255437
GCF_014987905.1 SAMEA7376280
GCF_014983945.1 SAMEA104485072
GCF_014983645.1 SAMEA5041142
GCF_014983505.1 SAMEA104485140
GCF_014843335.1 SAMN16231352
GCF_014843315.1 SAMN16231353
GCF_014843295.1 SAMN16231354
GCF_014843275.1 SAMN16231355
GCF_014334275.1 SAMN15862383
GCF_014304775.1 SAMN14074485
GCF_014304695.1 SAMN14074483
GCF_014304675.1 SAMN14074482
GCF_013389395.1 SAMN14364188
GCF_013177415.1 SAMN14928089
GCF_013177395.1 SAMN14928072
GCF_013177375.1 SAMN14928102
GCF_013137935.1 SAMN14927919
GCF_013122235.1 SAMN14896270
GCF_902806445.1 SAMEA6526416
GCF_001548635.2 SAMN02666871
GCF_001548585.2 SAMN03002779
GCF_004638545.1 SAMN04192179
GCF_004501425.1 SAMN02922921
GCF_010443035.1 SAMN13973456
GCF_010442835.1 SAMN13973245
GCF_001908335.2 SAMN03386937
GCF_001047715.2 SAMN03002783
GCF_000681515.2 SAMN02318985
GCF_000438665.2 SAMN02203123
GCF_000195395.5 SAMN01816124
GCF_004434345.1 SAMN03015673
GCF_009866905.1 SAMN07763686
GCF_009866885.1 SAMN07763702
GCF_009730635.1 SAMN13341946
GCF_009730615.1 SAMN13341854
GCF_009664775.1 SAMN13191635
GCF_009664755.1 SAMN13191636
GCF_009664735.1 SAMN13191637
GCF_009648695.1 SAMN02689388
GCF_009648675.1 SAMN03002784
GCF_009648655.1 SAMN01939119
GCF_009648635.1 SAMN03002789
GCF_009648615.1 SAMN03002788
GCF_009648595.1 SAMN03002785
GCF_009648575.1 SAMN04417899
GCF_004763665.1 SAMN01816209
GCF_008807975.1 SAMN10148445
GCF_008807955.1 SAMN10148429
GCF_008807915.1 SAMN10148434
GCF_008807935.1 SAMN10148433
GCF_008807895.1 SAMN10148451
GCF_008807875.1 SAMN10148454
GCF_902385845.1 SAMEA5851829
GCF_003900515.1 SAMN09692985
GCF_004142705.1 SAMN09692929
GCF_006364655.1 SAMN11056493
GCF_006364035.1 SAMN10346771
GCF_004771195.1 SAMN08939842
GCF_004771175.1 SAMN08939835
GCF_004768685.1 SAMN11311853
GCF_004101665.1 SAMN10745353
GCF_003999665.1 SAMN06625636
GCF_900638015.1 SAMEA103980423
GCF_900637785.1 SAMEA26403418
GCF_900637775.1 SAMEA26404168
GCF_900637745.1 SAMEA26389918
GCF_002025165.1 SAMN02743864
GCF_003812565.1 SAMN10163247
GCF_003812545.1 SAMN10163248
GCF_003722375.1 SAMN10391004
GCF_003534205.1 SAMN03349274
GCF_003433415.1 SAMN07612368
GCF_003409075.1 SAMN08177723
GCF_003390475.1 SAMN09760372
GCA_900164315.1 SAMEA87271918
GCA_900164035.1 SAMEA87271168
GCF_003144075.1 SAMN09197734
GCF_001005925.2 SAMN02689388
GCF_003043895.1 SAMN08125515
GCF_003032075.1 SAMN08125516
GCF_003032055.1 SAMN08125519
GCF_003031975.1 SAMN08125520
GCF_003031955.1 SAMN08125517
GCF_003031935.1 SAMN08125518
GCF_003031915.1 SAMN08125521
GCF_003031895.1 SAMN08125522
GCF_003030405.1 SAMN08663440
GCF_003030165.1 SAMN08663437
GCF_002969195.1 SAMN06920120
GCF_900275645.1 SAMEA104569033
GCF_900231485.1 SAMEA104314690
GCF_900231475.1 SAMEA104314691
GCF_001188025.2 SAMN03255438
GCF_002848505.1 SAMN08056483
GCF_002848485.1 SAMN08056488
GCF_002848465.1 SAMN08056487
GCF_002848425.1 SAMN08056484
GCF_002843525.1 SAMN08056485
GCF_002831485.1 SAMN08056486
GCF_002557815.1 SAMN07718436
GCF_002557735.1 SAMN07718437
GCF_002285835.1 SAMN06339459
GCF_002285655.1 SAMN02923159
GCF_900187225.1 SAMEA44515918
GCF_900187315.1 SAMEA4534872
GCF_900187025.1 SAMEA4362421
GCF_900187195.1 SAMEA4475701
GCF_002220325.1 SAMN05363481
GCF_002214145.1 SAMN07124734
GCF_002214125.1 SAMN07124733
GCF_002214105.1 SAMN07124732
GCF_002214085.1 SAMN07124731
GCF_002214065.1 SAMN07124730
GCF_002214045.1 SAMN02873948
GCF_002214005.1 SAMN02713778
GCF_002213985.1 SAMN02713777
GCF_002213965.1 SAMN07124742
GCF_002213945.1 SAMN07124741
GCF_002213925.1 SAMN07124740
GCF_002213905.1 SAMN02725209
GCF_002213885.1 SAMN07124739
GCF_002213865.1 SAMN07124738
GCF_002213845.1 SAMN07124737
GCF_002213825.1 SAMN07124736
GCF_002213805.1 SAMN07124735
GCF_002213785.1 SAMN07124755
GCF_002213765.1 SAMN07124754
GCF_002213745.1 SAMN07124753
GCF_002213725.1 SAMN07124745
GCF_002213705.1 SAMN07124744
GCF_002213685.1 SAMN07124743
GCF_002213665.1 SAMN07124752
GCF_002213645.1 SAMN07124751
GCF_002213625.1 SAMN07124750
GCF_002213605.1 SAMN07124749
GCF_002213585.1 SAMN07124748
GCF_002213565.1 SAMN07124747
GCF_002213545.1 SAMN07124746
GCF_002213505.1 SAMN02944848
GCF_002208215.1 SAMN02923161
GCF_002116675.1 SAMN02730097
GCF_002105715.1 SAMN03354355
GCF_002105695.1 SAMN02347435
GCF_002105675.1 SAMN02351401
GCF_002105655.1 SAMN02769705
GCF_002105635.1 SAMN02990220
GCF_002105615.1 SAMN03285109
GCF_002101275.1 SAMN06681248
GCF_002043045.1 SAMN04884549
GCF_001999165.1 SAMN06297605
GCF_001999145.1 SAMN06297604
GCF_001999125.1 SAMN06297603
GCF_001999105.1 SAMN06297602
GCF_001999085.1 SAMN06297526
GCF_001999065.1 SAMN06297525
GCF_001999045.1 SAMN06297524
GCF_001999025.1 SAMN06297522
GCF_001999005.1 SAMN06297521
GCF_001998985.1 SAMN06297510
GCF_001998945.1 SAMN06297509
GCF_001998915.1 SAMN06297508
GCF_001952795.1 SAMN04277002
GCF_001952775.1 SAMN02839425
GCF_001952755.1 SAMN02867583
GCF_001952735.1 SAMN02867555
GCF_001913195.1 SAMN03160826
GCF_001596775.2 SAMN04452089
GCF_001644625.1 SAMN03579634
GCF_001551855.1 SAMN04452088
GCF_001513695.1 SAMN04387840
GCF_000382945.1 SAMEA2271966
GCF_000382925.1 SAMEA2272573
GCF_001483445.1 SAMN04348334
GCF_001483425.1 SAMN04348332
GCF_001483405.1 SAMN04348333
GCF_001454925.1 SAMN04286632
GCF_001454905.1 SAMN04286631
GCF_001454885.1 SAMN04286630
GCF_001454865.1 SAMN04286629
GCF_001454845.1 SAMN04286628
GCF_000318055.1 SAMEA2272544
GCF_000195435.3 SAMN01813900
GCF_000307615.1 SAMEA2272689
GCF_000197755.2 SAMEA2271969
GCF_000210815.2 SAMEA2272627
GCF_000307085.1 SAMEA2272305
GCF_000307065.1 SAMEA2272177
GCF_000307045.1 SAMEA2272672
GCF_000307025.1 SAMEA2271997
GCF_000307005.1 SAMEA2272506
GCF_000306985.1 SAMEA2272571
GCF_000306905.1 SAMEA2272785
GCF_000252975.1 SAMEA3138408
GCF_001188655.1 SAMN02997429
GCF_000258905.1 SAMN02604190
GCF_000168575.2 SAMN00013319
GCF_000168595.2 SAMN00012880
GCF_000168635.2 SAMN00769971
GCF_000168695.2 SAMN02641382
GCF_000218305.1 SAMN02604342
GCF_000209755.1 SAMEA2272406
GCF_001027245.1 SAMN02713641
GCF_001027205.1 SAMN02713644
GCF_001027165.1 SAMN02713668
GCF_001027125.1 SAMN02713648
GCF_001027085.1 SAMN02712416
GCF_001027065.1 SAMN02713647
GCF_001005985.1 SAMN02569973
GCF_000950775.1 SAMN03372633
GCF_000196035.1 SAMEA3138329
GCF_000195795.1 SAMEA3138320
GCF_000808055.1 SAMN03073546
GCF_000800335.1 SAMN03177401
GCF_000763515.1 SAMN02953497
GCF_000763495.1 SAMN02953498
GCF_000763475.1 SAMN02953499
GCF_000746625.1 SAMN03003922
GCF_000093125.2 SAMN02603776
GCF_000613085.1 SAMEA3138991
GCF_000600015.1 SAMN02689320
GCF_000582845.1 SAMEA3138952
GCF_000577745.1 SAMEA3138937
GCF_000568935.1 SAMN02743817
GCF_000568475.1 SAMN02743815
GCF_000565155.1 SAMN02743816
GCF_000027145.1 SAMEA2272547
GCF_000022925.1 SAMN02603721
GCF_000513695.1 SAMN05771118
GCF_000513675.1 SAMN05771119
GCF_000513655.1 SAMN05771120
GCF_000513635.1 SAMN05771121
GCF_000513615.1 SAMN05771116
GCF_000513595.1 SAMN05771122
GCF_000060285.1 SAMEA3138260
GCF_000438685.2 SAMN02203128
GCF_000438705.2 SAMN02203125
GCF_000438725.2 SAMN02203129
GCF_000438745.2 SAMN02203130
GCF_000026705.1 SAMEA2272134
GCF_000438585.1 SAMN02203126
GCF_000438605.1 SAMN02203127
GCF_000438625.1 SAMN02203122
GCF_000438645.1 SAMN02203124
GCF_000021185.1 SAMN02603154
GCF_000008285.1 SAMN02603980
