#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000640133.1|SAMN13481066|GCA_028991755.1|Vibrio metschnikovii||19MO10SH07-V2|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR10584779	GCA_028991755.1	Contig	88827	3727199	166	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN13481066	"19MO10SH07-V2","SRS5759948"	MO	2019-10-21	environmental/other	41219778	USA:MO	NULL	NULL	shrimp	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2019-12-06	19MO10SH07-V2	NULL	NULL	PDT000640133.1	2019-12-06	28172	ABKWQS	ABKWQS000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000654743.2|SAMN12648266|GCA_009763765.1|Vibrio metschnikovii||9502-00|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_009763765.1	Complete Genome	2873510	3620999	2	HGAP v. 3	Pathogen: clinical or host-associated	PRJNA266293	CDC	SAMN12648266	"9502-00"	NULL	NULL	clinical	15642418	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9502-00	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	9502-00	NULL	NULL	PDT000654743.2	2019-12-18	28172	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000654746.2|SAMN12648264|GCA_009763925.1|Vibrio metschnikovii||07-2421|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_009763925.1	Complete Genome	2928756	3752080	2	HGAP v. 3	Pathogen: clinical or host-associated	PRJNA266293	CDC	SAMN12648264	"07-2421"	NULL	2007-01-24	clinical	15642578	USA: Ohio	NULL	NULL	blood	NULL	NULL	NULL	07-2421	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	07-2421	NULL	NULL	PDT000654746.2	2019-12-18	28172	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000672623.1|SAMN13909695|GCA_028991695.1|Vibrio metschnikovii||19MO12SA01-V|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR10904813	GCA_028991695.1	Contig	490657	3855305	42	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN13909695	"19MO12SA01-V","SRS6081107"	MO	2019-12-02	environmental/other	41219718	USA:MO	NULL	NULL	salmon	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-01-30	19MO12SA01-V	NULL	NULL	PDT000672623.1	2020-01-30	28172	ABKWQR	ABKWQR000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	0	NULL	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000672624.1|SAMN13909689|GCA_028991655.1|Vibrio metschnikovii||19MO12SA05-V|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR10904817	GCA_028991655.1	Contig	152502	4133489	143	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN13909689	"19MO12SA05-V","SRS6081187"	MO	2019-12-09	environmental/other	41219678	USA:MO	NULL	NULL	salmon	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-01-30	19MO12SA05-V	NULL	NULL	PDT000672624.1	2020-01-30	28172	ABKWQQ	ABKWQQ000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaCARB=HMM,qnrVC"	"blaCARB=HMM,qnrVC"	0	NULL	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000672626.1|SAMN13909692|GCA_028991675.1|Vibrio metschnikovii||19MO12TI08-V|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR10904834	GCA_028991675.1	Contig	90538	3993964	132	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN13909692	"19MO12TI08-V","SRS6081184"	MO	2019-12-09	environmental/other	41219698	USA:MO	NULL	NULL	Tilapia	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-01-30	19MO12TI08-V	NULL	NULL	PDT000672626.1	2020-01-30	28172	ABKWQP	ABKWQP000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000672627.1|SAMN13909688|GCA_028991635.1|Vibrio metschnikovii||19MO12SH06-V2|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR10904980	GCA_028991635.1	Contig	115954	3965632	143	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN13909688	"19MO12SH06-V2","SRS6081188"	MO	2019-12-09	environmental/other	41219658	USA:MO	NULL	NULL	shrimp	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-01-30	19MO12SH06-V2	NULL	NULL	PDT000672627.1	2020-01-30	28172	ABKWQO	ABKWQO000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000682460.1|SAMN14083324|GCA_028991595.1|Vibrio metschnikovii||19MO11SH08-V|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR11067248	GCA_028991595.1	Contig	320001	3961465	82	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN14083324	"19MO11SH08-V","SRS6131290"	MO	2019-11-18	environmental/other	41219628	USA:MO	NULL	NULL	shrimp	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-02-11	19MO11SH08-V	NULL	NULL	PDT000682460.1	2020-02-11	28172	ABKWQN	ABKWQN000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000682461.1|SAMN14083321|GCA_028991575.1|Vibrio metschnikovii||19MO11SH06-V1|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR11067249	GCA_028991575.1	Contig	305798	3833617	82	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN14083321	"19MO11SH06-V1","SRS6131291"	MO	2019-11-18	environmental/other	41219618	USA:MO	NULL	NULL	shrimp	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-02-11	19MO11SH06-V1	NULL	NULL	PDT000682461.1	2020-02-11	28172	ABKWQL	ABKWQL000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000682470.1|SAMN14083316|GCA_028991535.1|Vibrio metschnikovii||19MO11SH04-V|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR11067277	GCA_028991535.1	Contig	308150	3831203	130	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA590891	National Antimicrobial Resistance Monitoring System	SAMN14083316	"19MO11SH04-V","SRS6131318"	MO	2019-11-04	environmental/other	41219558	USA:MO	NULL	NULL	shrimp	NULL	NULL	NULL	NULL	Vibrio metschnikovii	NULL	NULL	28172	PULSENET	2020-02-11	19MO11SH04-V	NULL	NULL	PDT000682470.1	2020-02-11	28172	ABKWQM	ABKWQM000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000826169.2|SAMN15825499|GCA_014267955.1|Vibrio metschnikovii||M9D|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014267955.1	Scaffold	168802	3607469	81	SOAPdenovo v. 2	Pathogen: environmental/food/other	PRJNA657368	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN15825499	"M9D"	The Key Laboratory of Jilin Province for Zoonosis Prevention and Control	2019	environmental/other	21746188	China: Chifeng, Inner Mongolia	migratory birds	NULL	feces	not collected	NULL	NULL	M9D	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M9D	NULL	NULL	PDT000826169.2	2020-08-23	28172	JACNMH	JACNMH000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000826171.2|SAMN15825503|GCA_014267965.1|Vibrio metschnikovii||M21D|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014267965.1	Scaffold	363485	3722282	68	SOAPdenovo v. 2	Pathogen: environmental/food/other	PRJNA657370	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN15825503	"M21D"	The Key Laboratory of Jilin Province for Zoonosis Prevention and Control	2019	environmental/other	21746208	China: Chifeng, Inner Mongolia	migratory birds	NULL	NULL	not collected	NULL	NULL	M21D	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M21D	NULL	NULL	PDT000826171.2	2020-08-23	28172	JACNMI	JACNMI000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000826401.2|SAMN15854568|GCA_014305065.1|Vibrio metschnikovii||M13F|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014305065.1	Contig	199413	4537360	84	SOAPdenovo v. 2	Pathogen: environmental/food/other	PRJNA657984	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN15854568	"M13F","M13F."	The Key Laboratory of Jilin Province for Zoonosis Prevention and Control	2018	environmental/other	21789948	China: Wuliangsuhai, Inner Mongolia	NULL	NULL	Migratory birds	not collected	NULL	NULL	M13F.	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M13F	NULL	NULL	PDT000826401.2	2020-08-26	28172	JACRUP	JACRUP000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000826403.2|SAMN15854570|GCA_014305075.1|Vibrio metschnikovii||M28D|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014305075.1	Contig	168802	3607092	79	SOAPdenovo v. 2	Pathogen: environmental/food/other	PRJNA657986	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN15854570	"M28D"	The Key Laboratory of Jilin Province for Zoonosis Prevention and Control	2019	environmental/other	21789998	China: Wuliangsuhai, Inner Mongolia	NULL	NULL	Migratory birds	not collected	NULL	NULL	M28D	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M28D	NULL	NULL	PDT000826403.2	2020-08-26	28172	JACRUQ	JACRUQ000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000826408.2|SAMN15860711|GCA_014305185.1|Vibrio metschnikovii||M29D|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014305185.1	Contig	204599	3697782	72	SOAPdenovo v. 2	Pathogen: environmental/food/other	PRJNA658167	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN15860711	"M29D"	The Key Laboratory of Jilin Province for Zoonosis Prevention and Control	2019	environmental/other	21790078	China: Chifeng, Inner Mongolia	NULL	NULL	Migratory birds	not collected	NULL	NULL	M29D	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M29D	NULL	NULL	PDT000826408.2	2020-08-26	28172	JACRTU	JACRTU000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaPSE"	"blaPSE"	1	"arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000835562.2|SAMN13500483|GCA_014525255.1|Vibrio metschnikovii||2010V-1050|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_014525255.1	Contig	2365353	3970940	3	HGAP v. 3	Pathogen: clinical or host-associated	PRJNA266293	CDC	SAMN13500483	"2010V-1050"	NULL	NULL	clinical	22051338	USA	NULL	NULL	NULL	NULL	NULL	NULL	2010V-1050	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	2010V-1050	NULL	NULL	PDT000835562.2	2020-09-11	28172	JACGLY	JACGLY000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001081945.2|SAMN18673127|GCA_019091655.1|Vibrio metschnikovii||MNW.3|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_019091655.1	Scaffold	234178	3780733	75	SOAPdenovo v. 1.05 July-2010	Microbe	PRJNA720630	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN18673127	"MNW.3"	NULL	2018	NULL	27657908	China: Chifeng	NULL	NULL	NULL	NULL	NULL	NULL	MNW.3	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	MNW.3	NULL	NULL	PDT001081945.2	2021-07-02	28172	JAHAMM	JAHAMM000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001081947.2|SAMN18673126|GCA_019091705.1|Vibrio metschnikovii||MNW|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_019091705.1	Scaffold	234210	3777863	82	SOAPdenovo v. 1.05 July-2010	Microbe	PRJNA720630	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN18673126	"MNW"	NULL	2018	NULL	27657958	China: Chifeng	NULL	NULL	NULL	NULL	NULL	NULL	MNW	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	MNW	NULL	NULL	PDT001081947.2	2021-07-02	28172	JAHAMN	JAHAMN000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001081949.2|SAMN18673125|GCA_019091765.1|Vibrio metschnikovii||MH3GW|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_019091765.1	Scaffold	212874	3855083	70	SOAPdenovo v. 1.05 July-2010	Microbe	PRJNA720630	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN18673125	"MH3GW"	NULL	2018	NULL	27658028	China: Chifeng	NULL	NULL	NULL	NULL	NULL	NULL	MH3GW	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	MH3GW	NULL	NULL	PDT001081949.2	2021-07-02	28172	JAHAMO	JAHAMO000000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCARB=HMM"	"blaCARB=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001081950.2|SAMN18673124|GCA_019091775.1|Vibrio metschnikovii||M27D|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_019091775.1	Scaffold	269300	3726069	88	SOAPdenovo v. 1.05 July-2010	Microbe	PRJNA720630	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	SAMN18673124	"M27D"	NULL	2019	NULL	27658038	China: Chifeng	Migratory birds	NULL	NULL	NULL	NULL	NULL	M27D	Vibrio metschnikovii	NULL	NULL	28172	NULL	NULL	M27D	NULL	NULL	PDT001081950.2	2021-07-02	28172	JAHAMP	JAHAMP000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
