Serratia | número de entradas: 241 | date: 2023-05-03 10:46:20.497985
GCF_029873435.1 SAMN34233929
GCF_003719595.1 SAMN10351671
GCF_003691565.1 SAMN10217871
GCF_003668775.1 SAMN10216109
GCF_003641105.1 SAMN10139427
GCF_003355135.1 SAMN09469079
GCF_900478395.1 SAMEA2709012
GCF_900478125.1 SAMEA2548143
GCF_003204405.1 SAMN04014963
GCF_003204075.1 SAMN04014972
GCF_003186475.1 SAMN06311524
GCF_003182655.1 SAMN08222723
GCF_003146705.1 SAMN09205456
GCF_003071625.1 SAMN04014962
GCF_003071605.1 SAMN04014964
GCF_003071585.1 SAMN04014971
GCF_003071565.1 SAMN04014965
GCF_003031645.1 SAMN04276915
GCF_003031545.1 SAMN04022954
GCF_002997125.1 SAMN04014940
GCF_002996885.1 SAMN04014932
GCF_002966855.1 SAMN07581420
GCF_002947235.1 SAMN04014868
GCF_002935055.1 SAMN04287055
GCF_001559135.2 SAMN03996271
GCF_000783915.2 SAMN02934514
GCF_000463345.2 SAMN02470747
GCF_002847015.1 SAMN08054783
GCF_002588845.1 SAMN07312455
GCF_900187015.1 SAMEA4384070
GCF_002220715.1 SAMN06164061
GCF_002220695.1 SAMN06164064
GCF_002220675.1 SAMN06164060
GCF_002220655.1 SAMN06164058
GCF_002220635.1 SAMN06164059
GCF_002220615.1 SAMN06164056
GCF_002220595.1 SAMN06164066
GCF_002220575.1 SAMN06164065
GCF_002220555.1 SAMN06164063
GCF_002220535.1 SAMN06164062
GCF_002220515.1 SAMN06164057
GCF_900029885.1 SAMEA3865280
GCF_001417865.2 SAMN04214975
GCF_001642805.2 SAMN04226521
GCF_000261045.2 SAMN02470676
GCF_001672055.1 SAMN04621337
GCF_001663135.1 SAMN03841798
GCF_001663115.1 SAMN03841799
GCA_900016775.1 SAMEA3598224
GCF_000176835.2 SAMN02603255
GCF_001572725.1 SAMN04481172
GCF_001514455.1 SAMN04390144
GCF_000336425.1 SAMN02602965
GCF_000330865.1 SAMN02604288
GCF_001294565.1 SAMN03733572
GCF_001280365.1 SAMN04029108
GCF_000214805.1 SAMN00713631
GCF_001022215.1 SAMN03733805
GCF_001006005.1 SAMN03450772
GCF_000975245.1 SAMN03481691
GCF_000214235.1 SAMN00713621
GCF_000214195.1 SAMN00713623
GCF_000828775.1 SAMD00061009
GCF_000747565.1 SAMN02990345
GCF_000695995.1 SAMN03081466
GCF_000513215.1 SAMEA3138834
GCF_000438825.1 SAMN02603297
GCF_000422085.1 SAMN02604177
