#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000070271.1|SAMN03197788|GCA_001055405.1|Corynebacterium striatum||587_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001055405.1	Contig	50969	2784991	184	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03197788	"587_CAUR","SRS746996"	UW clinical laboratory	NULL	clinical	1867798	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	587_CAUR	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	587_CAUR	NULL	NULL	PDT000070271.1	2015-07-10	43770	JVBA	JVBA00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"erm(X),tet(W)=PARTIAL"	"erm(X),tet(W)=PARTIAL"	1	"merA=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070362.1|SAMN03197820|GCA_001057615.1|Corynebacterium aurimucosum||620_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001057615.1	Scaffold	83721	2413067	120	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03197820	"620_CAUR","SRS747028"	UW clinical laboratory	NULL	clinical	1869998	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	620_CAUR	Corynebacterium aurimucosum	NULL	NULL	169292	NULL	NULL	620_CAUR	NULL	NULL	PDT000070362.1	2015-07-10	169292	JUZU	JUZU00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=PARTIAL,erm(X)"	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=PARTIAL,erm(X)"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070393.1|SAMN03198009|GCA_001058455.1|Corynebacterium striatum||797_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001058455.1	Scaffold	80345	2743259	116	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03198009	"797_CAUR","SRS747217"	UW clinical laboratory	NULL	clinical	1870838	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	797_CAUR	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	797_CAUR	NULL	NULL	PDT000070393.1	2015-07-10	43770	JUSN	JUSN00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"merA=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070430.1|SAMN03198119|GCA_001059565.1|Corynebacterium aurimucosum||911_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001059565.1	Contig	90570	2437698	115	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03198119	"911_CAUR","SRS747324"	UW clinical laboratory	NULL	clinical	1871948	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	911_CAUR	Corynebacterium aurimucosum	NULL	NULL	169292	NULL	NULL	911_CAUR	NULL	NULL	PDT000070430.1	2015-07-10	169292	JUOH	JUOH00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=PARTIAL,erm(X)"	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=PARTIAL,erm(X)"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070432.1|SAMN03198165|GCA_001059615.1|Corynebacterium aurimucosum||945_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001059615.1	Scaffold	75953	2807048	139	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03198165	"945_CAUR","SRS747373"	UW clinical laboratory	NULL	clinical	1871998	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	945_CAUR	Corynebacterium aurimucosum	NULL	NULL	169292	NULL	NULL	945_CAUR	NULL	NULL	PDT000070432.1	2015-07-10	169292	JUMN	JUMN00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"erm(X)"	"erm(X)"	1	"merA=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070434.1|SAMN03198182|GCA_001059665.1|Corynebacterium striatum||962_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001059665.1	Scaffold	83637	2834694	143	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03198182	"962_CAUR","SRS747390"	UW clinical laboratory	NULL	clinical	1872048	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	962_CAUR	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	962_CAUR	NULL	NULL	PDT000070434.1	2015-07-10	43770	JULW	JULW00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"erm(X),tet(W)"	"erm(X),tet(W)"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000070445.1|SAMN03198183|GCA_001059955.1|Corynebacterium striatum||963_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001059955.1	Contig	83631	2830184	151	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03198183	"963_CAUR","SRS747389"	UW clinical laboratory	NULL	clinical	1872348	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	963_CAUR	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	963_CAUR	NULL	NULL	PDT000070445.1	2015-07-10	43770	JULV	JULV00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"erm(X),tet(W)"	"erm(X),tet(W)"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000071234.1|SAMN03197740|GCA_001076975.1|Corynebacterium striatum||542_CAUR|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001076975.1	Scaffold	124638	2829078	106	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03197740	"542_CAUR","SRS746945"	UW clinical laboratory	NULL	clinical	1889358	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	542_CAUR	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	542_CAUR	NULL	NULL	PDT000071234.1	2015-07-10	43770	JVCW	JVCW00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=MISTRANSLATION,erm(X)"	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx=MISTRANSLATION,erm(X)"	1	"merA=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000106459.1|SAMD00046517|GCA_001552395.1|Corynebacterium minutissimum NBRC 15361||NBRC 15361|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001552395.1	Contig	195213	2663455	42	newbler v. 3.0	MIGS Cultured Bacterial/Archaeal	PRJDB438	National Institute of Technology and Evaluation	SAMD00046517	"NBRC 15361"	NULL	NULL	NULL	2866938	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Corynebacterium minutissimum NBRC 15361	NULL	NULL	38301	NULL	NULL	NBRC 15361	NULL	"Corynebacterium minutissimum NBRC 15361 genome sequencing project"	PDT000106459.1	2016-02-08	1223512	BCRC	BCRC00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"merA=HMM"	0	NULL	3.10.30	2022-05-26.1	COMBINED	1
PDT000133399.2|SAMN05178545||Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR3588893	NULL	NULL	82808	2889600	114	NULL	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN05178545	"0000-0058-7844","217","SRS1467816"	Brigham and Women's Hospital	2016	clinical	NULL	USA:Boston	Homo sapiens	NULL	Bronchial alveolar lavage	NULL	NULL	NULL	0000-0058-7844	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2016-05-30	NULL	NULL	NULL	PDT000133399.2	2016-05-31	43770	NULL	NULL	NULL	NULL	NULL	3	0	1	4	3	3	"erythromycin=R,gentamicin=R,penicillin=R,vancomycin=S"	"aac(3)-XI,erm(X),tet(W)"	"aac(3)-XI,erm(X),tet(W)"	0	NULL	0	NULL	3.10.1	2021-03-01.1	NUCLEOTIDE	1
PDT000133403.2|SAMN05178546|GCA_016088575.1|Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR3588894	GCA_016088575.1	Contig	119841	2906301	111	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN05178546	"0000-0058-7847","218","SRS1467817"	Brigham and Women's Hospital	2016	clinical	23946648	USA:Boston	Homo sapiens	NULL	sputum	NULL	NULL	NULL	0000-0058-7847	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2016-05-31	NULL	NULL	NULL	PDT000133403.2	2016-05-31	43770	AAXWGD	AAXWGD000000000.1	NULL	NULL	NULL	3	0	1	4	9	9	"erythromycin=R,gentamicin=R,penicillin=R,vancomycin=S"	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx,erm(X),tetA,tetA=PARTIAL_END_OF_CONTIG,tetAB_B=PARTIAL_END_OF_CONTIG"	"aac(3)-XI,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx,erm(X),tetA,tetA=PARTIAL_END_OF_CONTIG,tetAB_B=PARTIAL_END_OF_CONTIG"	0	NULL	0	NULL	3.9.3	2020-11-09.1	COMBINED	1
PDT000172048.3|SAMN06129830|GCA_016084555.1|Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR5093680	GCA_016084555.1	Contig	74575	2830048	99	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN06129830	"0000-0062-0996","294","SRS1848709"	Brigham and Women's Hospital	2016	clinical	23939828	USA:Boston	Homo sapiens	NULL	Bronchial alveolar lavage	NULL	NULL	NULL	0000-0062-0996	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2016-12-14	NULL	NULL	NULL	PDT000172048.3	2017-04-13	43770	AAXWEF	AAXWEF000000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"aac(3)-XI,erm(X),tet(W)"	"aac(3)-XI,erm(X),tet(W)"	0	NULL	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000173735.3|SAMN06015659|GCA_016084535.1|Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR5120233	GCA_016084535.1	Contig	113552	2857574	80	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN06015659	"0000-0061-6679","276","SRS1870452"	Brigham and Women's Hospital	2016	clinical	23939818	USA:Boston	Homo sapiens	NULL	sputum	NULL	NULL	NULL	0000-0061-6679	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2016-12-20	NULL	NULL	NULL	PDT000173735.3	2017-04-13	43770	AAXWEE	AAXWEE000000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"erm(X),tet(W)"	"erm(X),tet(W)"	0	NULL	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000173738.2|SAMN06015660|GCA_016085355.1|Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR5120236	GCA_016085355.1	Contig	85748	2893255	99	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN06015660	"0000-0061-6682","277","SRS1870455"	Brigham and Women's Hospital	2016	clinical	23941088	USA:Boston	Homo sapiens	NULL	sputum	NULL	NULL	NULL	0000-0061-6682	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2016-12-20	NULL	NULL	NULL	PDT000173738.2	2016-12-20	43770	AAXWEK	AAXWEK000000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"aac(3)-XI,erm(X),tet(W)"	"aac(3)-XI,erm(X),tet(W)"	1	"merA=HMM"	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000200506.2|SAMN06680407|GCA_016084495.1|Corynebacterium striatum|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR5420064	GCA_016084495.1	Contig	73931	2879396	102	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN06680407	"0000-0065-7716","413","SRS2103320"	Brigham and Women's Hospital	2017	clinical	23939758	USA:Boston	Homo sapiens	NULL	bronchial alveolar lavage	NULL	NULL	NULL	0000-0065-7716	Corynebacterium striatum	NULL	NULL	43770	BRIGHAM & WOMEN'S HOSPITAL	2017-04-06	NULL	NULL	NULL	PDT000200506.2	2017-04-06	43770	AAXWEH	AAXWEH000000000.1	NULL	NULL	NULL	3	0	3	6	3	3	"clindamycin=R,erythromycin=R,gentamicin=S,linezolid=S,penicillin=R,vancomycin=S"	"aac(3)-XI,erm(X),tet(W)"	"aac(3)-XI,erm(X),tet(W)"	0	NULL	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000213527.1|SAMN07109493|GCA_002156805.1|Corynebacterium striatum||KC-Na-01|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002156805.1	Complete Genome	2758551	2797692	3	HGAP3 v. Apr-2017	Microbe	PRJNA386621	Korea Research Institute of Bioscience & Biotechnology	SAMN07109493	"Corynebacterium striatum KC-Na-01","KC-Na-01"	NULL	2017-01	NULL	4512438	South Korea: South sea	Neophocaena asiaeorientalis	NULL	Blowhole swab	NULL	NULL	NULL	Corynebacterium striatum KC-Na-01	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	KC-Na-01	NULL	NULL	PDT000213527.1	2017-05-23	43770	NULL	NULL	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"aac(3)-XI,erm(X),tetA"	"aac(3)-XI,erm(X),tetA"	1	"merA=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000265238.1|SAMN04517755|GCA_002775055.1|Corynebacterium striatum||2230|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002775055.1	Contig	176095	2898882	37	MIRA v. 4.0	Pathogen: clinical or host-associated	PRJNA313269	Universidade Federal do Para	SAMN04517755	"2230","Cs2230"	NULL	NULL	clinical	5655578	Brazil: Rio de Janeiro	Homo sapiens	NULL	blood	22.89262280 S 43.16253662 W	NULL	NULL	Cs2230	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	2230	NULL	NULL	PDT000265238.1	2017-11-15	43770	LTBF	LTBF00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx,erm(X)=PARTIAL_END_OF_CONTIG,tetA"	"aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,cmx,erm(X)=PARTIAL_END_OF_CONTIG,tetA"	1	"merA=HMM"	0	NULL	3.10.36	2022-05-26.1	COMBINED	1
PDT000265241.1|SAMN04517757|GCA_002775105.1|Corynebacterium striatum||2247|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_002775105.1	Contig	165448	2875402	24	SPAdes v. 3.0	Pathogen: clinical or host-associated	PRJNA313272	Universidade Federal do Para	SAMN04517757	"2247","Cs2247"	NULL	NULL	clinical	5655638	Brazil:Rio de Janeiro	Homo sapiens	NULL	NULL	23.11383850 S 43.09043884 W	NULL	NULL	Cs2247	Corynebacterium striatum	NULL	NULL	43770	NULL	NULL	2247	NULL	NULL	PDT000265241.1	2017-11-15	43770	LTBH	LTBH00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"merA=HMM"	0	NULL	3.8.4	2020-06-11.1	COMBINED	1
