#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000061696.2|SAMN03283315|GCA_000956765.1|Enterobacter asburiae||33838|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000956765.1	Contig	138885	4923294	101	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283315	"33838","GCID_ENTE_00046","SRS858151"	Barry Kreiswirth	2011	clinical	1694418	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	33838	NULL	NULL	PDT000061696.2	2015-03-19	61645	LAAP	LAAP00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT-1,catA=HMM,fosA,oqxB"	"blaACT-1,catA=HMM,fosA,oqxB"	26	"arsC=HMM,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000061707.2|SAMN03283672|GCA_000957005.1|Enterobacter asburiae||35642|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000957005.1	Contig	185823	4841061	92	SPAdes v. 3.1.1	Pathogen: clinical or host-associated	PRJNA259658	JCVI	SAMN03283672	"35642","GCID_ENTE_00082","SRS856590"	Barry Kreiswirth	2012	clinical	1694708	USA: FL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	35642	NULL	NULL	PDT000061707.2	2015-03-19	61645	JZZG	JZZG00000000.1	NULL	NULL	NULL	0	0	0	0	10	10	NULL	"ant(2'')-Ia,blaACT-3,blaKPC-2,catA=HMM,catB8,cmx,fosA,oqxB,qnrE,sul1"	"ant(2'')-Ia,blaACT-3,blaKPC-2,catA=HMM,catB8,cmx,fosA,oqxB,qnrE,sul1"	34	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,merA,merB,merD,merE,merE=HMM,merR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silA=PARTIAL_END_OF_CONTIG,silB,silC,silE,silF,silP,silR,silS=PARTIAL_END_OF_CONTIG,terD,terW,terZ"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000061794.2|SAMN03333174|GCA_000958735.1|Enterobacter asburiae||MNCRE3|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000958735.1	Scaffold	125846	5047083	131	CLC Genomics Workbench v. JUNE-2014	Pathogen: clinical or host-associated	PRJNA272863	University of Minnesota	SAMN03333174	"MNCRE3"	NULL	2009	clinical	1698218	USA: Minnesota	Homo sapiens	Not available	urine	46 N 94 W	NULL	NULL	MNCRE3	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	MNCRE3	NULL	NULL	PDT000061794.2	2015-03-20	61645	JZCX	JZCX00000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"aadA2,blaACT-3,catA=HMM,fosA,oqxB,qnrE,sul1"	"aadA2,blaACT-3,catA=HMM,fosA,oqxB,qnrE,sul1"	28	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF,hsp20,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,qacEdelta1,silA,silB,silC=PARTIAL_END_OF_CONTIG,silE,silF,silP=PARTIAL_END_OF_CONTIG,silR,silS=PARTIAL_END_OF_CONTIG"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000065104.4|SAMN03657245|GCA_017328525.1|Enterobacter asburiae|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR2033773	GCA_017328525.1	Contig	223983	4771798	84	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN03657245	"BWHNC19","SRS941509"	Brigham and Women's Hospital	2014-02-26	clinical	25513828	USA: Boston	Homo sapiens	cecal cancer	peritoneal fluid	42.3601 N 71.0589 W	NULL	NULL	BWHNC19	Enterobacter asburiae	NULL	NULL	61645	BRIGHAM & WOMEN'S HOSPITAL	2015-05-20	NULL	NULL	NULL	PDT000065104.4	2021-03-09	61645	AAZLBM	AAZLBM000000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT-3,catA=HMM,fosA,oqxB"	"blaACT-3,catA=HMM,fosA,oqxB"	19	"arsC=HMM,asr=HMM,fieF,hsp20,pcoA,pcoB=PARTIAL_END_OF_CONTIG,pcoC,pcoD,pcoE,pcoR,pcoS=PARTIAL_END_OF_CONTIG,silA,silB,silC=PARTIAL_END_OF_CONTIG,silE,silF,silP,silR=PARTIAL_END_OF_CONTIG,silS=PARTIAL_END_OF_CONTIG"	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000065113.7|SAMN03657253|GCA_017328665.1|Enterobacter asburiae|||Pathogen: clinical or host-associated	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR2033782	GCA_017328665.1	Contig	160793	4883869	93	SKESA v. 2.2	Pathogen: clinical or host-associated	PRJNA278886	Brigham & Women's Hospital	SAMN03657253	"BWHNC37","BWHNC3B","SRS941917"	Brigham and Women's Hospital	2012-03-06	clinical	25513968	USA: Boston	Homo sapiens	pulmonary	urine	42.3601 N 71.0589 W	NULL	NULL	BWHNC3B	Enterobacter asburiae	NULL	NULL	61645	BRIGHAM & WOMEN'S HOSPITAL	2015-05-20	NULL	NULL	NULL	PDT000065113.7	2021-03-09	61645	AAZLBZ	AAZLBZ000000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"blaACT-2,fosA,oqxB"	"blaACT-2,fosA,oqxB"	19	"arsC=HMM,asr=HMM,fieF,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silA=MISTRANSLATION,silB,silC,silE,silF,silP,silR,silS"	0	NULL	3.10.1	2021-03-01.1	COMBINED	1
PDT000066570.2|SAMN03495970|GCA_001011705.1|Enterobacter asburiae||GN02127|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001011705.1	Contig	170224	4944776	97	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03495970	"Enterobacter asburiae GN02127","GN02127","SRS940728"	Vance Fowler	2002-12-01	clinical	1783138	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02127	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	GN02127	NULL	NULL	PDT000066570.2	2015-05-21	61645	LDCH	LDCH00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"blaACT-3,catA=HMM,fosA,oqxB,qnrE"	"blaACT-3,catA=HMM,fosA,oqxB,qnrE"	36	"arsC=HMM,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,merA,merC=HMM,merD,merE=PARTIAL,merP=HMM,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS=PARTIAL_END_OF_CONTIG,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000066576.2|SAMN03495967|GCA_001011855.1|Enterobacter asburiae||GN02073|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001011855.1	Contig	483665	4423267	36	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03495967	"Enterobacter asburiae GN02073","GN02073","SRS940731"	Vance Fowler	2004-07-01	clinical	1783258	USA	Homo sapiens	NULL	NULL	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02073	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	GN02073	NULL	NULL	PDT000066576.2	2015-05-21	61645	LDCE	LDCE00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT,catA=HMM,fosA,oqxB"	"blaACT,catA=HMM,fosA,oqxB"	4	"arsC=HMM,asr=HMM,fieF,silA"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000067116.2|SAMN03733641|GCA_001022095.1|Enterobacter asburiae||CAV1043|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022095.1	Complete Genome	4753402	5031452	7	HGAP3 v. 2.2.0	Pathogen: clinical or host-associated	PRJNA246471	University of Oxford	SAMN03733641	"CAV1043","Enterobacter asburiae KPC-producing clinical isolate CAV1043","SRS1182825"	Clinical Microbiology University of Virginia Health System	2008-03	clinical	1800338	USA:Virginia	Homo sapiens	NULL	NULL	38.14 N 78.45 W	NULL	NULL	Enterobacter asburiae KPC-producing clinical isolate CAV1043	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	CAV1043	NULL	NULL	PDT000067116.2	2015-06-09	61645	NULL	NULL	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"blaACT-68,blaKPC-3,catA=HMM,dfrA14,fosA,oqxB,qnrE"	"blaACT-68,blaKPC-3,catA=HMM,dfrA14,fosA,oqxB,qnrE"	18	"arsC=HMM,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,silA,silB,silC,silE,silF,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000067151.2|SAMN03732723|GCA_001022765.1|Enterobacter asburiae||GN02709|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022765.1	Contig	212834	5019597	70	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732723	"Enterobacter asburiae GN02709","GN02709","SRS953302"	Vance Fowler	2008-08-01	clinical	1801828	USA	Homo sapiens	NULL	bodily fluid	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN02709	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	GN02709	NULL	NULL	PDT000067151.2	2015-06-09	61645	LEDH	LEDH00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT-1,catA=HMM,fosA,oqxB"	"blaACT-1,catA=HMM,fosA,oqxB"	37	"arsC=HMM,asr=HMM,fieF,hdeD-GI,hsp20,kefB-GI,merA,merC=HMM,merD,merE=PARTIAL,merP=HMM,merR,merT,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,psi-GI,shsP,silA,silB,silC,silE,silF,silP,silR,silS,trxLHR,yfdX1,yfdX2"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000067160.2|SAMN03732731|GCA_001022955.1|Enterobacter asburiae||GN03140|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001022955.1	Contig	197081	4771797	67	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732731	"Enterobacter asburiae GN03140","GN03140","SRS953306"	Vance Fowler	2009-09-01	clinical	1801998	USA	Homo sapiens	NULL	bodily fluid	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN03140	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	GN03140	NULL	NULL	PDT000067160.2	2015-06-09	61645	LEDA	LEDA00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"blaACT-3,catA=HMM,fosA,oqxB=MISTRANSLATION,qnrE"	"blaACT-3,catA=HMM,fosA,oqxB=MISTRANSLATION,qnrE"	22	"arsC=HMM,asr=HMM,fieF,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000067162.2|SAMN03732687|GCA_001023015.1|Enterobacter asburiae||GN04222|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001023015.1	Contig	483950	4424073	32	SPAdes v. 3.1.0	Microbe	PRJNA259658	JCVI	SAMN03732687	"Enterobacter asburiae GN04222","GN04222","SRS953311"	Vance Fowler	2011-07-01	clinical	1802038	USA	Homo sapiens	NULL	bodily fluid	36 N 78.9 W	NULL	NULL	Enterobacter asburiae GN04222	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	GN04222	NULL	NULL	PDT000067162.2	2015-06-09	61645	LECX	LECX00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT,catA=HMM,fosA,oqxB"	"blaACT,catA=HMM,fosA,oqxB"	4	"arsC=HMM,asr=HMM,fieF,silA"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000070131.2|SAMN03197073|GCA_001052135.1|Enterobacter asburiae||1119_ECLO|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001052135.1	Scaffold	92927	4500218	123	ABYSS v. 1.3.5	Pathogen: clinical or host-associated	PRJNA267549	University of Washington	SAMN03197073	"1119_ECLO","SRS746281"	UW clinical laboratory	NULL	clinical	1864548	USA: WA	Homo sapiens	NULL	NULL	NULL	NULL	NULL	1119_ECLO	Enterobacter asburiae	NULL	NULL	61645	NULL	NULL	1119_ECLO	NULL	NULL	PDT000070131.2	2015-07-10	61645	JWCN	JWCN00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"blaACT,catA=HMM,fosA,oqxB"	"blaACT,catA=HMM,fosA,oqxB"	4	"arsC=HMM,asr=HMM,fieF,silA"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
