#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000035750.1|SAMN02726357|GCA_000731055.1|Citrobacter amalonaticus||L8A|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000731055.1	Contig	115086	5273145	110	CLC Genomics Workbench v. 7	Microbe	PRJNA244491	University of Malaya	SAMN02726357	"CA_L8A","L8A"	NULL	2013-04	NULL	1175518	Malaysia	NULL	NULL	Dental Plaque	NULL	NULL	NULL	CA_L8A	Citrobacter amalonaticus	NULL	NULL	35703	NULL	NULL	L8A	NULL	NULL	PDT000035750.1	2014-07-18	35703	JMQQ	JMQQ00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaSED,oqxB"	"blaSED,oqxB"	7	"arsA,arsB,arsC,arsD,arsR,asr=HMM,fieF"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000036097.1|SAMN02742758|GCA_000734905.1|Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681||ATCC 8090|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000734905.1	Contig	76371	4899643	129	Newbler v. 2.5.3	Microbe	PRJNA65519	UW-GEL	SAMN02742758	"ATCC 8090","ATCC:8090","Cfr8090"	NULL	NULL	NULL	1180408	Netherlands	NULL	NULL	canal water	NULL	NULL	NULL	Cfr8090	Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681	NULL	NULL	546	NULL	NULL	ATCC 8090	NULL	NULL	PDT000036097.1	2014-07-28	1006003	JMTA	JMTA00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCMY-72"	"blaCMY-72"	7	"arsA,arsB,arsC,arsD,arsR,asr=HMM,fieF"	1	"sinH=HMM"	3.11.2	2023-02-23.1	COMBINED	1
PDT000040130.1|SAMD00018684|GCA_000759735.1|Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681||NBRC 12681|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000759735.1	Contig	288133	4902704	48	newbler v. 2.6	MIGS Cultured Bacterial/Archaeal	PRJDB10	National Institute of Technology and Evaluation	SAMD00018684	"NBRC 12681"	NULL	NULL	NULL	1316178	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681	NULL	NULL	546	NULL	NULL	NBRC 12681	NULL	"Citrobacter freundii NBRC 12681 genome sequencing project"	PDT000040130.1	2014-09-30	1006003	BBMV	BBMV00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCMY-72"	"blaCMY-72"	7	"arsA,arsB,arsC,arsD,arsR,asr=HMM,fieF"	1	"sinH=HMM"	3.11.2	2023-02-23.1	COMBINED	1
PDT000040133.1|SAMD00019864|GCA_000759815.1|Citrobacter rodentium NBRC 105723 = DSM 16636||NBRC 105723|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000759815.1	Contig	87629	5186777	139	newbler v. 2.6	MIGS Cultured Bacterial/Archaeal	PRJDB258	National Institute of Technology and Evaluation	SAMD00019864	"NBRC 105723"	NULL	NULL	NULL	1316258	USA:Connecticut	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter rodentium NBRC 105723 = DSM 16636	NULL	NULL	67825	NULL	NULL	NBRC 105723	NULL	"Citrobacter rodentium NBRC 105723 genome sequencing project"	PDT000040133.1	2014-09-30	1218085	BBNA	BBNA00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaSED=HMM"	"blaSED=HMM"	2	"asr=HMM,fieF"	6	"eae=HMM,espA,espK,nleB,nleC,tir"	3.11.2	2023-04-17.1	COMBINED	1
PDT000040134.1|SAMD00019865|GCA_000759835.1|Citrobacter sedlakii NBRC 105722||NBRC 105722|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000759835.1	Contig	290667	4631466	30	newbler v. 2.6	MIGS Cultured Bacterial/Archaeal	PRJDB259	National Institute of Technology and Evaluation	SAMD00019865	"NBRC 105722"	NULL	NULL	NULL	1316278	France	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter sedlakii NBRC 105722	NULL	NULL	67826	NULL	NULL	NBRC 105722	NULL	"Citrobacter sedlakii NBRC 105722 genome sequencing project"	PDT000040134.1	2014-09-30	1218086	BBNB	BBNB00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaSED"	"blaSED"	3	"arsC=HMM,asr=HMM,fieF"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000040532.1|SAMD00018686|GCA_000764735.1|Citrobacter farmeri GTC 1319||GTC 1319|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000764735.1	Contig	240293	4929495	31	newbler v. 2.6	MIGS Cultured Bacterial/Archaeal	PRJDB12	National Institute of Technology and Evaluation	SAMD00018686	"GTC 1319"	NULL	NULL	NULL	1351268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter farmeri GTC 1319	NULL	NULL	67824	NULL	NULL	GTC 1319	NULL	"Citrobacter farmeti GTC 1319 genome sequencing project"	PDT000040532.1	2014-10-08	1114922	BBMX	BBMX00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaSED=HMM,oqxB"	"blaSED=HMM,oqxB"	5	"arsC,arsD,arsR,asr=HMM,fieF"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000044224.2|SAMN02934540|GCA_000783445.2|Citrobacter koseri||FDAARGOS_86|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000783445.2	Contig	4727356	4727356	1	HGAP v. 2	Pathogen: clinical or host-associated	PRJNA231221	US Food and Drug Administration	SAMN02934540	"FDA:FDAARGOS_86","FDAARGOS_86","SRS719079"	Children's National Hospital	2013-11-18	clinical	5909358	USA	Homo sapiens	Colonization/Contaminant(<30K)	urine	NULL	NULL	NULL	FDAARGOS_86	Citrobacter koseri	NULL	NULL	545	NULL	NULL	FDAARGOS_86	NULL	NULL	PDT000044224.2	2018-01-19	545	JTAV	JTAV00000000.2	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaCKO,fosA7.5"	"blaCKO,fosA7.5"	2	"asr=HMM,fieF"	7	"iucA,iucB,iucC,iutA=MISTRANSLATION,senB,ybtP,ybtQ"	3.10.42	2022-10-11.2	COMBINED	1
PDT000044247.2|SAMN02934510|GCA_000783995.2|Citrobacter freundii||FDAARGOS_61|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000783995.2	Complete Genome	5258481	5258481	1	HGAP v. 2	Pathogen: clinical or host-associated	PRJNA231221	US Food and Drug Administration	SAMN02934510	"FDA:FDAARGOS_61","FDAARGOS_61","SRS718984"	Children's National Hospital	2013-10-15	clinical	5955938	USA	Homo sapiens	Surveillance	rectal Swab	NULL	NULL	NULL	FDAARGOS_61	Citrobacter freundii	NULL	NULL	546	NULL	NULL	FDAARGOS_61	NULL	NULL	PDT000044247.2	2018-01-29	546	NULL	NULL	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaCFE,qnrB28"	"blaCFE,qnrB28"	2	"asr=HMM,fieF"	3	"sinH=HMM,ybtP,ybtQ"	3.10.42	2022-08-09.1	COMBINED	1
PDT000044572.1|SAMN03025291|GCA_000786275.1|Citrobacter braakii||GTA-CB04|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000786275.1	Scaffold	554223	5040789	41	Velvet v. 1.2.10	Microbe	PRJNA254477	Canadian Food Inspection Agency	SAMN03025291	"C. braakii GTA-CB04","GTA-CB04","SRS720174"	NULL	2013-11-26	NULL	1387718	Canada: Ontario	NULL	NULL	Ground beef	NULL	NULL	NULL	C. braakii GTA-CB04	Citrobacter braakii	NULL	NULL	57706	NULL	NULL	GTA-CB04	NULL	NULL	PDT000044572.1	2014-11-23	57706	JRHL	JRHL00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCMY"	"blaCMY"	3	"arsC=HMM,asr=HMM,fieF"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000044574.1|SAMN03025290|GCA_000786265.1|Citrobacter braakii||GTA-CB01|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000786265.1	Scaffold	237096	5242830	109	Velvet v. 1.2.10	Microbe	PRJNA254477	Canadian Food Inspection Agency	SAMN03025290	"C. braakii GTA-CB01","GTA-CB01"	NULL	2013-09-24	NULL	1387758	Canada: Ontario	NULL	NULL	Ground Beef	NULL	NULL	NULL	C. braakii GTA-CB01	Citrobacter braakii	NULL	NULL	57706	NULL	NULL	GTA-CB01	NULL	NULL	PDT000044574.1	2014-11-23	57706	JRHK	JRHK00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCMY"	"blaCMY"	5	"arsC=HMM,arsD,arsR,asr=HMM,fieF"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000048586.1|SAMEA3099656|GCA_000826205.1|Citrobacter pasteurii||CIP 55.13|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000826205.1	Contig	292028	4986623	56	NULL	Generic	PRJEB7595	Institut Pasteur	SAMEA3099656	"CIP 55.13","ERS572324","Illumina sequencing of Citrobacter pasteurii CIP 55.133"	NULL	NULL	NULL	1486058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter pasteurii	NULL	NULL	1563222	NULL	NULL	CIP 55.13	NULL	NULL	PDT000048586.1	2015-01-20	1563222	CDHL	CDHL00000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"blaCMY,catA=HMM,qnrB"	"blaCMY,catA=HMM,qnrB"	6	"arsB,arsC,arsC=HMM,arsR,asr=HMM,fieF"	0	NULL	3.11.2	2023-04-17.1	COMBINED	1
PDT000049485.1|SAMN03115005|GCA_000835925.1|Citrobacter rodentium||ATCC 51459|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000835925.1	Contig	34885	5385810	361	Bio Star Illumina v. JAN-2015	Microbe	PRJNA261533	Liberty University	SAMN03115005	"ATCC 51459","ATCC:51459","Citrobacter rodentium","SRS912183"	NULL	NULL	NULL	1529268	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter rodentium	Citrobacter rodentium	NULL	NULL	67825	NULL	NULL	ATCC 51459	NULL	NULL	PDT000049485.1	2015-02-11	67825	JXUN	JXUN00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaSED=HMM"	"blaSED=HMM"	2	"asr=HMM,fieF"	7	"eae=HMM,espA,espF,espK,nleB,nleC,tir"	3.10.42	2022-10-11.2	COMBINED	1
PDT000050733.1|SAMEA3217999|GCA_000936345.1|Citrobacter amalonaticus||3e8A|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000936345.1	Contig	13830	4875643	751	NULL	Generic	PRJEB8301	Gordon Lab at The Washington University School of Medicine, Center for Genome Sciences and Systems Biology	SAMEA3217999	"3e8A","3e8A_assembly","ERS644999"	NULL	NULL	NULL	1651628	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Citrobacter amalonaticus	NULL	NULL	35703	NULL	NULL	3e8A	NULL	NULL	PDT000050733.1	2015-03-03	35703	CDQV	CDQV00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaSED,oqxB"	"blaSED,oqxB"	8	"arsA=PARTIAL_END_OF_CONTIG,arsB,arsC,arsD,arsR,asr=HMM,fieF=PARTIAL,fieF=PARTIAL_END_OF_CONTIG"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000063439.1|SAMN03447475|GCA_000981805.1|Citrobacter amalonaticus Y19||Y19|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000981805.1	Complete Genome	5584358	5875351	2	HGAP (SMRT portal v. 2.1.1); hybrid assembly (Celera: wgs-8-1)	Microbe	PRJNA181160	Pusan National University	SAMN03447475	"Citrobacter amalonaticus Y19","Y19"	NULL	1999	NULL	1741368	South Korea	NULL	NULL	Anaerobic digester	NULL	NULL	NULL	Citrobacter amalonaticus Y19	Citrobacter amalonaticus Y19	NULL	NULL	35703	NULL	NULL	Y19	NULL	NULL	PDT000063439.1	2015-04-29	1261127	NULL	NULL	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"blaSED,fos=HMM"	"blaSED,fos=HMM"	35	"arsA,arsB,arsC,arsC=HMM,arsD,arsD=HMM,arsR,asr=HMM,fieF,merA=HMM,merC=HMM,merD,merE,merP,merP=HMM,merR,merT,ncrC,nirA,nirB,nirD=PARTIAL,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS"	1	"sinH=HMM"	3.10.42	2022-10-11.2	COMBINED	1
PDT000063470.1|SAMN03325972|GCA_000982845.1|Citrobacter freundii||SA79|Pathogen: clinical or host-associated	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000982845.1	Contig	742810	4870483	19	CLC NGS Cell v. 7.04	Pathogen: clinical or host-associated	PRJNA274332	University of Huddersfield	SAMN03325972	"Citrobacter freundii","SA79"	University of Huddersfield	2009	clinical	1742588	United Kingdom	NULL	NULL	hospital	NULL	NULL	NULL	Citrobacter freundii	Citrobacter freundii	NULL	NULL	546	NULL	NULL	SA79	NULL	NULL	PDT000063470.1	2015-04-30	546	LAZI	LAZI00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"blaCMY"	"blaCMY"	8	"arsA,arsB,arsC,arsC=HMM,arsD,arsR,asr=HMM,fieF"	1	"sinH=HMM"	3.11.2	2023-02-23.1	COMBINED	1
